Date,Line,In (Sum),Out (Sum),Load (Avg.),Load max,#APC-Trips
2023-03-31T19:00:00-05:00,GREEN EVENING SATURDAY,"1,011","1,011",4.9,61,21
2023-03-31T19:00:00-05:00,GREEN LATE NIGHT SATURDAY,468,468,4.2,47,27
2023-03-31T19:00:00-05:00,GREEN SATURDAY,"2,235","2,235",5.6,54,51
2023-03-31T19:00:00-05:00,GREENHOPPER EVENING SATURDAY,896,896,6.2,61,21
2023-03-31T19:00:00-05:00,GREY EVENING SATURDAY,137,137,2,12,17
2023-03-31T19:00:00-05:00,GREY SATURDAY,857,857,5.3,19,42
2023-03-31T19:00:00-05:00,ILLINI EVENING SATURDAY,"3,150","3,150",11,69,68
2023-03-31T19:00:00-05:00,ILLINI LIMITED SATURDAY,"1,947","1,947",8.2,67,69
2023-03-31T19:00:00-05:00,LAVENDER SATURDAY,365,365,3.4,11,50
2023-03-31T19:00:00-05:00,LIME EVENING SATURDAY,11,11,0.8,4,6
2023-03-31T19:00:00-05:00,LIME SATURDAY,81,81,1.6,5,19
2023-03-31T19:00:00-05:00,RED SATURDAY,723,723,4.3,38,41
2023-03-31T19:00:00-05:00,RUBY EVENING SATURDAY,22,22,0.9,9,8
2023-03-31T19:00:00-05:00,RUBY SATURDAY,139,139,1.2,9,27
2023-03-31T19:00:00-05:00,SILVER EVENING SATURDAY,561,561,4,35,57
2023-03-31T19:00:00-05:00,SILVER SATURDAY,"1,150","1,150",7,37,57
2023-03-31T19:00:00-05:00,TEAL EVENING SATURDAY,830,830,7.5,56,32
2023-03-31T19:00:00-05:00,TEAL LATE NIGHT SATURDAY,163,163,3.2,22,16
2023-03-31T19:00:00-05:00,TEAL SATURDAY,"1,950","1,950",7.4,55,77
2023-03-31T19:00:00-05:00,YELLOW EVENING SATURDAY,921,921,6.3,46,24
2023-03-31T19:00:00-05:00,YELLOW LATE NIGHT SATURDAY,59,59,0.6,7,21
2023-03-31T19:00:00-05:00,YELLOW SATURDAY,"1,872","1,872",8.4,50,37
2023-04-01T19:00:00-05:00,GREEN LATE NIGHT SUNDAY,446,446,4.7,31,30
2023-04-01T19:00:00-05:00,GREEN SUNDAY,"1,627","1,627",5.5,39,45
2023-04-01T19:00:00-05:00,GREY SUNDAY,673,673,4.9,20,39
2023-04-01T19:00:00-05:00,ILLINI EVENING SUNDAY,"2,431","2,431",10.1,44,55
2023-04-01T19:00:00-05:00,ILLINI LIMITED SUNDAY,"1,511","1,511",8.5,42,61
2023-04-01T19:00:00-05:00,LAVENDER SUNDAY,370,370,3.9,20,45
2023-04-01T19:00:00-05:00,LIME SUNDAY,57,57,0.4,3,28
2023-04-01T19:00:00-05:00,RUBY SUNDAY,125,125,1.3,10,21
2023-04-01T19:00:00-05:00,SILVER EVENING SUNDAY,427,427,3.2,28,48
2023-04-01T19:00:00-05:00,SILVER SUNDAY,889,889,10.1,44,33
2023-04-01T19:00:00-05:00,TEAL LATE NIGHT SUNDAY,941,941,5.3,46,54
2023-04-01T19:00:00-05:00,TEAL SUNDAY,853,853,8.8,38,32
2023-04-01T19:00:00-05:00,YELLOW LATE NIGHT SUNDAY,263,263,4.1,22,16
2023-04-01T19:00:00-05:00,YELLOW SUNDAY,"1,468","1,468",8.3,46,38
2023-04-02T19:00:00-05:00,1 YELLOW ALT,35,35,8.7,32,2
2023-04-02T19:00:00-05:00,10W GOLD ALT,25,25,8.6,25,1
2023-04-02T19:00:00-05:00,1N YELLOW ALT,90,90,17.8,38,2
2023-04-02T19:00:00-05:00,1N YELLOW ALT PM,53,53,31.3,51,1
2023-04-02T19:00:00-05:00,1S YELLOW ALT,121,121,8.9,52,3
2023-04-02T19:00:00-05:00,3S LAVENDER ALT,72,72,18.7,71,1
2023-04-02T19:00:00-05:00,5E GREEN EXPRESS 1 ALT,39,39,6.9,19,1
2023-04-02T19:00:00-05:00,5E GREEN EXPRESS ALT,6,6,5.5,6,1
2023-04-02T19:00:00-05:00,5W GREEN ALT 2,31,31,23.7,31,1
2023-04-02T19:00:00-05:00,5W GREEN EXPRESS 2,96,96,12,35,3
2023-04-02T19:00:00-05:00,7E GREY ALT,35,35,10,21,2
2023-04-02T19:00:00-05:00,7W GREY ALT,36,36,4.1,21,2
2023-04-02T19:00:00-05:00,BLUE,926,926,4.8,47,45
2023-04-02T19:00:00-05:00,BRONZE,305,305,2.5,27,33
2023-04-02T19:00:00-05:00,BRONZE ALT,25,25,3.1,12,2
2023-04-02T19:00:00-05:00,BROWN,"1,445","1,445",3.3,34,59
2023-04-02T19:00:00-05:00,BROWN ALT,74,74,7.2,49,3
2023-04-02T19:00:00-05:00,BROWN ALT PM,213,213,13,47,5
2023-04-02T19:00:00-05:00,BROWN ALT1,19,19,2.7,5,1
2023-04-02T19:00:00-05:00,GOLD,"1,439","1,439",3.2,37,76
2023-04-02T19:00:00-05:00,GOLD ALT,140,140,25.1,48,4
2023-04-02T19:00:00-05:00,GOLDHOPPER,558,558,5.1,26,35
2023-04-02T19:00:00-05:00,GREEN,"2,142","2,142",3.7,65,92
2023-04-02T19:00:00-05:00,GREEN ALT,260,260,15.8,72,7
2023-04-02T19:00:00-05:00,GREEN EVENING,586,586,3.7,34,20
2023-04-02T19:00:00-05:00,GREEN EXPRESS,290,290,4.1,41,16
2023-04-02T19:00:00-05:00,GREEN EXPRESS ALT,71,71,8.6,26,2
2023-04-02T19:00:00-05:00,GREEN LATE NIGHT,115,115,1.5,9,20
2023-04-02T19:00:00-05:00,GREENHOPPER,"1,270","1,270",5.7,40,36
2023-04-02T19:00:00-05:00,GREENHOPPER EVENING,258,258,2.8,30,14
2023-04-02T19:00:00-05:00,GREY,941,941,4.4,21,59
2023-04-02T19:00:00-05:00,GREY ALT,262,262,10.8,32,10
2023-04-02T19:00:00-05:00,GREY EVENING,194,194,3.4,16,15
2023-04-02T19:00:00-05:00,ILLINI,"6,754","6,754",11.7,88,113
2023-04-02T19:00:00-05:00,ILLINI EVENING,"2,005","2,005",11.3,73,45
2023-04-02T19:00:00-05:00,LAVENDER,662,662,5.7,35,46
2023-04-02T19:00:00-05:00,LAVENDER ALT,155,155,11.5,37,5
2023-04-02T19:00:00-05:00,LIME EVENING,13,13,0.6,4,8
2023-04-02T19:00:00-05:00,LINK,898,898,4.5,28,62
2023-04-02T19:00:00-05:00,NAVY,159,159,1.9,16,23
2023-04-02T19:00:00-05:00,ORANGE,623,623,2.1,15,82
2023-04-02T19:00:00-05:00,ORANGE ALT,89,89,8,36,5
2023-04-02T19:00:00-05:00,ORANGEHOPPER,283,283,3.1,10,45
2023-04-02T19:00:00-05:00,PINK,131,131,2.2,13,18
2023-04-02T19:00:00-05:00,PINK ALT,223,223,13.5,43,6
2023-04-02T19:00:00-05:00,RAVEN,481,481,6,35,25
2023-04-02T19:00:00-05:00,RED,"1,625","1,625",4.5,35,66
2023-04-02T19:00:00-05:00,RUBY,0,0,0,0,2
2023-04-02T19:00:00-05:00,RUBY EVENING,37,37,1.3,9,10
2023-04-02T19:00:00-05:00,SILVER,"2,255","2,255",8.9,66,98
2023-04-02T19:00:00-05:00,SILVER EVENING,253,253,6.2,37,14
2023-04-02T19:00:00-05:00,SILVER LATE NIGHT,40,40,1.7,10,9
2023-04-02T19:00:00-05:00,TEAL,"2,974","2,974",7.5,55,119
2023-04-02T19:00:00-05:00,TEAL EVENING,602,602,5.5,34,32
2023-04-02T19:00:00-05:00,TEAL LATE NIGHT,105,105,1.9,14,16
2023-04-02T19:00:00-05:00,YELLOW,"2,035","2,035",6.6,51,54
2023-04-02T19:00:00-05:00,YELLOW EVENING,624,624,4.5,38,19
2023-04-02T19:00:00-05:00,YELLOW LATE NIGHT,43,43,0.5,9,11
2023-04-02T19:00:00-05:00,YELLOWHOPPER,949,949,7.7,68,36
2023-04-03T19:00:00-05:00,1 YELLOW ALT,34,34,8.8,33,2
2023-04-03T19:00:00-05:00,10W GOLD ALT,27,27,8.2,25,1
2023-04-03T19:00:00-05:00,1N YELLOW ALT,102,102,20.1,57,2
2023-04-03T19:00:00-05:00,1N YELLOW ALT PM,57,57,20.2,53,1
2023-04-03T19:00:00-05:00,1S YELLOW ALT,132,132,10.3,60,3
2023-04-03T19:00:00-05:00,3S LAVENDER ALT,78,78,20.4,74,1
2023-04-03T19:00:00-05:00,5E GREEN EXPRESS 1 ALT,33,33,5,18,1
2023-04-03T19:00:00-05:00,5E GREEN EXPRESS ALT,53,53,6.9,35,2
2023-04-03T19:00:00-05:00,5W GREEN ALT 2,21,21,17.5,21,1
2023-04-03T19:00:00-05:00,5W GREEN EXPRESS 2,127,127,8.9,34,4
2023-04-03T19:00:00-05:00,7E GREY ALT,49,49,12.1,21,2
2023-04-03T19:00:00-05:00,7W GREY ALT,31,31,4.7,19,2
2023-04-03T19:00:00-05:00,BLUE,956,956,4.7,38,45
2023-04-03T19:00:00-05:00,BRONZE,368,368,2.9,42,33
2023-04-03T19:00:00-05:00,BRONZE ALT,25,25,3,17,2
2023-04-03T19:00:00-05:00,BROWN,"1,430","1,430",3,47,60
2023-04-03T19:00:00-05:00,BROWN ALT,25,25,4.5,24,2
2023-04-03T19:00:00-05:00,BROWN ALT PM,188,188,12.6,49,4
2023-04-03T19:00:00-05:00,BROWN ALT1,66,66,6.3,29,1
2023-04-03T19:00:00-05:00,GOLD,"1,787","1,787",3.5,49,78
2023-04-03T19:00:00-05:00,GOLD ALT,117,117,22.3,43,4
2023-04-03T19:00:00-05:00,GOLDHOPPER,634,634,5.2,37,36
2023-04-03T19:00:00-05:00,GREEN,"2,251","2,251",4.1,59,84
2023-04-03T19:00:00-05:00,GREEN ALT,264,264,14.7,61,8
2023-04-03T19:00:00-05:00,GREEN EVENING,561,561,3.4,33,21
2023-04-03T19:00:00-05:00,GREEN EXPRESS,245,245,3.8,36,14
2023-04-03T19:00:00-05:00,GREEN EXPRESS ALT,130,130,11.2,43,3
2023-04-03T19:00:00-05:00,GREEN LATE NIGHT,134,134,1.8,14,20
2023-04-03T19:00:00-05:00,GREENHOPPER,"1,225","1,225",5.8,37,34
2023-04-03T19:00:00-05:00,GREENHOPPER EVENING,316,316,3.6,32,14
2023-04-03T19:00:00-05:00,GREY,779,779,3.8,21,60
2023-04-03T19:00:00-05:00,GREY ALT,216,216,12.7,38,8
2023-04-03T19:00:00-05:00,GREY EVENING,176,176,3.2,14,15
2023-04-03T19:00:00-05:00,ILLINI,"7,385","7,385",11.8,88,120
2023-04-03T19:00:00-05:00,ILLINI EVENING,"2,011","2,011",10,56,48
2023-04-03T19:00:00-05:00,LAVENDER,628,628,5,36,46
2023-04-03T19:00:00-05:00,LAVENDER ALT,180,180,12.4,37,5
2023-04-03T19:00:00-05:00,LIME EVENING,21,21,0.9,3,8
2023-04-03T19:00:00-05:00,LINK,"1,110","1,110",5.2,48,62
2023-04-03T19:00:00-05:00,NAVY,147,147,2.1,10,23
2023-04-03T19:00:00-05:00,ORANGE,610,610,2.1,17,82
2023-04-03T19:00:00-05:00,ORANGE ALT,90,90,7.5,38,5
2023-04-03T19:00:00-05:00,ORANGEHOPPER,298,298,3.3,13,44
2023-04-03T19:00:00-05:00,PINK,109,109,1.5,14,19
2023-04-03T19:00:00-05:00,PINK ALT,228,228,14.6,46,6
2023-04-03T19:00:00-05:00,RAVEN,531,531,7,28,25
2023-04-03T19:00:00-05:00,RED,"1,696","1,696",5,28,63
2023-04-03T19:00:00-05:00,RUBY,6,6,0,0,1
2023-04-03T19:00:00-05:00,RUBY EVENING,46,46,1.4,8,10
2023-04-03T19:00:00-05:00,SILVER,"2,305","2,305",9.3,58,96
2023-04-03T19:00:00-05:00,SILVER EVENING,220,220,5.3,24,14
2023-04-03T19:00:00-05:00,SILVER LATE NIGHT,52,52,2.3,13,9
2023-04-03T19:00:00-05:00,TEAL,"3,121","3,121",7.8,70,116
2023-04-03T19:00:00-05:00,TEAL EVENING,670,670,6.6,34,30
2023-04-03T19:00:00-05:00,TEAL LATE NIGHT,78,78,1.3,15,16
2023-04-03T19:00:00-05:00,YELLOW,"2,068","2,068",7,53,52
2023-04-03T19:00:00-05:00,YELLOW EVENING,593,593,4.7,38,19
2023-04-03T19:00:00-05:00,YELLOW LATE NIGHT,64,64,0.9,8,11
2023-04-03T19:00:00-05:00,YELLOWHOPPER,872,872,6.8,70,34
2023-04-04T19:00:00-05:00,1 YELLOW ALT,37,37,9.6,35,2
2023-04-04T19:00:00-05:00,1N YELLOW ALT,109,109,16.6,59,2
2023-04-04T19:00:00-05:00,1N YELLOW ALT PM,56,56,22.8,55,1
2023-04-04T19:00:00-05:00,1S YELLOW ALT,117,117,8.4,37,3
2023-04-04T19:00:00-05:00,3S LAVENDER ALT,54,54,13.9,52,1
2023-04-04T19:00:00-05:00,5E GREEN EXPRESS 1 ALT,41,41,6.7,22,1
2023-04-04T19:00:00-05:00,5E GREEN EXPRESS ALT,49,49,5.7,36,2
2023-04-04T19:00:00-05:00,5W GREEN ALT 2,26,26,19.7,25,1
2023-04-04T19:00:00-05:00,5W GREEN EXPRESS 2,127,127,10.8,33,4
2023-04-04T19:00:00-05:00,7E GREY ALT,60,60,14.4,20,3
2023-04-04T19:00:00-05:00,7W GREY ALT,33,33,4.8,21,2
2023-04-04T19:00:00-05:00,BLUE,"1,091","1,091",5.1,50,44
2023-04-04T19:00:00-05:00,BRONZE,339,339,2.8,27,34
2023-04-04T19:00:00-05:00,BRONZE ALT,42,42,2.6,16,4
2023-04-04T19:00:00-05:00,BROWN,"1,406","1,406",3.1,47,60
2023-04-04T19:00:00-05:00,BROWN ALT,75,75,7.6,49,3
2023-04-04T19:00:00-05:00,BROWN ALT PM,220,220,11.1,47,6
2023-04-04T19:00:00-05:00,BROWN ALT1,45,45,5.3,27,1
2023-04-04T19:00:00-05:00,GOLD,"1,658","1,658",3.2,53,81
2023-04-04T19:00:00-05:00,GOLD ALT,208,208,8.8,35,3
2023-04-04T19:00:00-05:00,GOLDHOPPER,670,670,5.6,39,34
2023-04-04T19:00:00-05:00,GREEN,"2,195","2,195",3.5,53,89
2023-04-04T19:00:00-05:00,GREEN ALT,305,305,11.6,47,9
2023-04-04T19:00:00-05:00,GREEN EVENING,641,641,3.6,32,19
2023-04-04T19:00:00-05:00,GREEN EXPRESS,319,319,4.3,46,14
2023-04-04T19:00:00-05:00,GREEN EXPRESS ALT,112,112,11,35,3
2023-04-04T19:00:00-05:00,GREEN LATE NIGHT,138,138,1.9,16,20
2023-04-04T19:00:00-05:00,GREENHOPPER,"1,267","1,267",5.8,45,34
2023-04-04T19:00:00-05:00,GREENHOPPER EVENING,279,279,3.4,30,14
2023-04-04T19:00:00-05:00,GREY,694,694,3.4,22,59
2023-04-04T19:00:00-05:00,GREY ALT,246,246,10.1,33,10
2023-04-04T19:00:00-05:00,GREY EVENING,183,183,3.6,16,15
2023-04-04T19:00:00-05:00,ILLINI,"8,528","8,528",14.1,122,120
2023-04-04T19:00:00-05:00,ILLINI EVENING,"2,177","2,177",11.2,63,44
2023-04-04T19:00:00-05:00,LAVENDER,524,524,4.5,40,47
2023-04-04T19:00:00-05:00,LAVENDER ALT,178,178,10.4,35,5
2023-04-04T19:00:00-05:00,LIME EVENING,19,19,0.8,3,8
2023-04-04T19:00:00-05:00,LINK,"1,147","1,147",5.2,59,62
2023-04-04T19:00:00-05:00,NAVY,159,159,1.4,11,23
2023-04-04T19:00:00-05:00,ORANGE,507,507,1.6,10,83
2023-04-04T19:00:00-05:00,ORANGE ALT,108,108,7.7,35,5
2023-04-04T19:00:00-05:00,ORANGEHOPPER,245,245,2.7,8,44
2023-04-04T19:00:00-05:00,PINK,105,105,2,14,17
2023-04-04T19:00:00-05:00,PINK ALT,160,160,16.3,41,4
2023-04-04T19:00:00-05:00,RAVEN,581,581,6.7,44,25
2023-04-04T19:00:00-05:00,RED,"1,656","1,656",4.4,47,63
2023-04-04T19:00:00-05:00,RUBY,0,0,0,0,1
2023-04-04T19:00:00-05:00,RUBY EVENING,57,57,1.3,10,10
2023-04-04T19:00:00-05:00,SILVER,"2,647","2,647",10.3,89,97
2023-04-04T19:00:00-05:00,SILVER EVENING,187,187,4.1,23,14
2023-04-04T19:00:00-05:00,SILVER LATE NIGHT,21,21,0.9,8,9
2023-04-04T19:00:00-05:00,TEAL,"3,468","3,468",8.2,70,124
2023-04-04T19:00:00-05:00,TEAL EVENING,842,842,8.2,42,30
2023-04-04T19:00:00-05:00,TEAL LATE NIGHT,132,132,2.2,19,16
2023-04-04T19:00:00-05:00,YELLOW,"2,002","2,002",6.4,54,55
2023-04-04T19:00:00-05:00,YELLOW EVENING,691,691,5.2,44,19
2023-04-04T19:00:00-05:00,YELLOW LATE NIGHT,52,52,0.7,9,11
2023-04-04T19:00:00-05:00,YELLOWHOPPER,915,915,7.6,74,33
2023-04-05T19:00:00-05:00,1 YELLOW ALT,33,33,8.1,31,2
2023-04-05T19:00:00-05:00,10W GOLD ALT,24,24,7,20,1
2023-04-05T19:00:00-05:00,1N YELLOW ALT,115,115,23.2,73,2
2023-04-05T19:00:00-05:00,1N YELLOW ALT PM,51,51,16.6,46,1
2023-04-05T19:00:00-05:00,1S YELLOW ALT,113,113,8.1,46,3
2023-04-05T19:00:00-05:00,3S LAVENDER ALT,73,73,18.7,71,1
2023-04-05T19:00:00-05:00,5E GREEN EXPRESS 1 ALT,41,41,6.7,23,1
2023-04-05T19:00:00-05:00,5E GREEN EXPRESS ALT,52,52,7.1,30,2
2023-04-05T19:00:00-05:00,5W GREEN ALT 2,5,5,4.6,5,1
2023-04-05T19:00:00-05:00,5W GREEN EXPRESS 2,88,88,8.1,31,3
2023-04-05T19:00:00-05:00,7E GREY ALT,55,55,11.2,18,3
2023-04-05T19:00:00-05:00,7W GREY ALT,44,44,6.3,26,2
2023-04-05T19:00:00-05:00,BLUE,961,961,4.5,43,44
2023-04-05T19:00:00-05:00,BRONZE,353,353,2.7,23,33
2023-04-05T19:00:00-05:00,BRONZE ALT,20,20,2.6,7,3
2023-04-05T19:00:00-05:00,BROWN,"1,456","1,456",3.1,43,59
2023-04-05T19:00:00-05:00,BROWN ALT,73,73,7.4,48,3
2023-04-05T19:00:00-05:00,BROWN ALT PM,246,246,12.6,41,4
2023-04-05T19:00:00-05:00,BROWN ALT1,59,59,6.7,28,1
2023-04-05T19:00:00-05:00,GOLD,"1,850","1,850",3.4,55,82
2023-04-05T19:00:00-05:00,GOLD ALT,62,62,24.7,40,2
2023-04-05T19:00:00-05:00,GOLDHOPPER,695,695,5.7,38,37
2023-04-05T19:00:00-05:00,GREEN,"2,210","2,210",3.7,46,85
2023-04-05T19:00:00-05:00,GREEN ALT,211,211,15.6,48,6
2023-04-05T19:00:00-05:00,GREEN EVENING,695,695,3.7,32,20
2023-04-05T19:00:00-05:00,GREEN EXPRESS,298,298,4.2,42,13
2023-04-05T19:00:00-05:00,GREEN EXPRESS ALT,118,118,10.9,36,3
2023-04-05T19:00:00-05:00,GREEN LATE NIGHT,205,205,2.7,26,20
2023-04-05T19:00:00-05:00,GREENHOPPER,"1,396","1,396",6.2,45,36
2023-04-05T19:00:00-05:00,GREENHOPPER EVENING,415,415,3.6,40,16
2023-04-05T19:00:00-05:00,GREY,809,809,3.8,19,59
2023-04-05T19:00:00-05:00,GREY ALT,229,229,11.9,39,10
2023-04-05T19:00:00-05:00,GREY EVENING,192,192,3.1,11,15
2023-04-05T19:00:00-05:00,ILLINI,"7,160","7,160",11.4,87,117
2023-04-05T19:00:00-05:00,ILLINI EVENING,"2,411","2,411",11.6,62,45
2023-04-05T19:00:00-05:00,LAVENDER,630,630,5.2,42,48
2023-04-05T19:00:00-05:00,LAVENDER ALT,199,199,12.4,43,5
2023-04-05T19:00:00-05:00,LIME EVENING,12,12,0.5,2,8
2023-04-05T19:00:00-05:00,LINK,"1,061","1,061",4.7,31,62
2023-04-05T19:00:00-05:00,NAVY,184,184,2.2,11,23
2023-04-05T19:00:00-05:00,ORANGE,596,596,2,14,84
2023-04-05T19:00:00-05:00,ORANGE ALT,48,48,9,28,2
2023-04-05T19:00:00-05:00,ORANGEHOPPER,269,269,3.1,11,44
2023-04-05T19:00:00-05:00,PINK,114,114,2,8,17
2023-04-05T19:00:00-05:00,PINK ALT,205,205,13.8,41,6
2023-04-05T19:00:00-05:00,RAVEN,492,492,6.1,28,25
2023-04-05T19:00:00-05:00,RED,"1,698","1,698",4.7,31,63
2023-04-05T19:00:00-05:00,RUBY EVENING,39,39,0.8,9,10
2023-04-05T19:00:00-05:00,SILVER,"2,508","2,508",9.9,62,98
2023-04-05T19:00:00-05:00,SILVER EVENING,262,262,6.1,23,14
2023-04-05T19:00:00-05:00,SILVER LATE NIGHT,50,50,1.9,14,9
2023-04-05T19:00:00-05:00,TEAL,"3,377","3,377",9.1,59,118
2023-04-05T19:00:00-05:00,TEAL EVENING,881,881,8.6,51,30
2023-04-05T19:00:00-05:00,TEAL LATE NIGHT,137,137,2.4,13,16
2023-04-05T19:00:00-05:00,YELLOW,"2,030","2,030",7.1,47,53
2023-04-05T19:00:00-05:00,YELLOW EVENING,791,791,4.7,56,19
2023-04-05T19:00:00-05:00,YELLOW LATE NIGHT,61,61,1.1,9,11
2023-04-05T19:00:00-05:00,YELLOWHOPPER,"1,087","1,087",8.3,66,34
2023-04-06T19:00:00-05:00,BLUE,748,748,3.7,47,47
2023-04-06T19:00:00-05:00,BRONZE,303,303,2.5,25,35
2023-04-06T19:00:00-05:00,BROWN,936,936,2.2,30,62
2023-04-06T19:00:00-05:00,GOLD,"1,468","1,468",3,28,77
2023-04-06T19:00:00-05:00,GOLDHOPPER,496,496,4.5,36,33
2023-04-06T19:00:00-05:00,GREEN,"1,915","1,915",3.2,39,88
2023-04-06T19:00:00-05:00,GREEN EVENING,727,727,3.8,36,21
2023-04-06T19:00:00-05:00,GREEN EXPRESS,237,237,2,32,18
2023-04-06T19:00:00-05:00,GREEN LATE NIGHT,273,273,2.4,19,28
2023-04-06T19:00:00-05:00,GREENHOPPER,"1,209","1,209",5.7,41,37
2023-04-06T19:00:00-05:00,GREENHOPPER EVENING,222,222,3.3,30,10
2023-04-06T19:00:00-05:00,GREY,707,707,3.8,17,60
2023-04-06T19:00:00-05:00,GREY EVENING,217,217,3.8,17,15
2023-04-06T19:00:00-05:00,ILLINI,"5,914","5,914",9.9,65,113
2023-04-06T19:00:00-05:00,ILLINI EVENING,"2,389","2,389",9.9,60,58
2023-04-06T19:00:00-05:00,LAVENDER,548,548,4.7,17,46
2023-04-06T19:00:00-05:00,LIME EVENING,17,17,0.8,4,8
2023-04-06T19:00:00-05:00,LINK,894,894,4,29,64
2023-04-06T19:00:00-05:00,NAVY,155,155,1.7,15,23
2023-04-06T19:00:00-05:00,ORANGE,527,527,1.8,13,85
2023-04-06T19:00:00-05:00,ORANGEHOPPER,260,260,2.9,10,45
2023-04-06T19:00:00-05:00,PINK,93,93,1.8,8,17
2023-04-06T19:00:00-05:00,RAVEN,479,479,6.2,26,25
2023-04-06T19:00:00-05:00,RED,"1,150","1,150",4.2,38,52
2023-04-06T19:00:00-05:00,RUBY EVENING,45,45,1.3,10,10
2023-04-06T19:00:00-05:00,SILVER,"2,058","2,058",8.4,61,96
2023-04-06T19:00:00-05:00,SILVER EVENING,261,261,6.5,23,14
2023-04-06T19:00:00-05:00,SILVER LATE NIGHT,108,108,2.7,20,15
2023-04-06T19:00:00-05:00,TEAL,"2,847","2,847",7.9,52,117
2023-04-06T19:00:00-05:00,TEAL EVENING,774,774,6.5,48,36
2023-04-06T19:00:00-05:00,TEAL LATE NIGHT,154,154,2.9,21,16
2023-04-06T19:00:00-05:00,YELLOW,"2,048","2,048",7.5,64,52
2023-04-06T19:00:00-05:00,YELLOW EVENING,777,777,6.4,41,20
2023-04-06T19:00:00-05:00,YELLOW LATE NIGHT,89,89,1.2,11,19
2023-04-06T19:00:00-05:00,YELLOWHOPPER,857,857,7,72,34
2023-04-07T19:00:00-05:00,GREEN EVENING SATURDAY,668,668,4,39,21
2023-04-07T19:00:00-05:00,GREEN LATE NIGHT SATURDAY,254,254,2.5,63,27
2023-04-07T19:00:00-05:00,GREEN SATURDAY,"1,847","1,847",5.6,41,49
2023-04-07T19:00:00-05:00,GREENHOPPER EVENING SATURDAY,615,615,4.8,43,21
2023-04-07T19:00:00-05:00,GREY EVENING SATURDAY,214,214,3.8,16,16
2023-04-07T19:00:00-05:00,GREY SATURDAY,900,900,5.5,20,44
2023-04-07T19:00:00-05:00,ILLINI EVENING SATURDAY,"2,240","2,240",7.7,48,68
2023-04-07T19:00:00-05:00,ILLINI LIMITED SATURDAY,"1,524","1,524",6.8,34,68
2023-04-07T19:00:00-05:00,LAVENDER SATURDAY,439,439,4,18,52
2023-04-07T19:00:00-05:00,LIME EVENING SATURDAY,13,13,1.3,2,6
2023-04-07T19:00:00-05:00,LIME SATURDAY,84,84,1.7,7,19
2023-04-07T19:00:00-05:00,RED SATURDAY,738,738,5.2,44,42
2023-04-07T19:00:00-05:00,RUBY EVENING SATURDAY,30,30,0.9,6,8
2023-04-07T19:00:00-05:00,RUBY SATURDAY,123,123,1.1,7,27
2023-04-07T19:00:00-05:00,SILVER EVENING SATURDAY,423,423,2.9,23,56
2023-04-07T19:00:00-05:00,SILVER SATURDAY,"1,525","1,525",9.9,123,65
2023-04-07T19:00:00-05:00,TEAL EVENING SATURDAY,791,791,8.9,46,30
2023-04-07T19:00:00-05:00,TEAL LATE NIGHT SATURDAY,127,127,2.3,13,16
2023-04-07T19:00:00-05:00,TEAL SATURDAY,"1,945","1,945",9.1,94,77
2023-04-07T19:00:00-05:00,YELLOW EVENING SATURDAY,875,875,6.7,42,25
2023-04-07T19:00:00-05:00,YELLOW LATE NIGHT SATURDAY,94,94,1.3,17,21
2023-04-07T19:00:00-05:00,YELLOW SATURDAY,"1,694","1,694",7.1,50,48
2023-04-09T19:00:00-05:00,1 YELLOW ALT,34,34,8.8,32,2
2023-04-09T19:00:00-05:00,10W GOLD ALT,32,32,10.5,31,1
2023-04-09T19:00:00-05:00,1N YELLOW ALT,130,130,34.6,79,2
2023-04-09T19:00:00-05:00,1N YELLOW ALT PM,49,49,17,47,1
2023-04-09T19:00:00-05:00,1S YELLOW ALT,141,141,10.7,61,3
2023-04-09T19:00:00-05:00,3S LAVENDER ALT,62,62,14.9,58,1
2023-04-09T19:00:00-05:00,5E GREEN EXPRESS 1 ALT,28,28,5.4,18,1
2023-04-09T19:00:00-05:00,5E GREEN EXPRESS ALT,42,42,4.8,24,2
2023-04-09T19:00:00-05:00,5W GREEN ALT 2,9,9,8.6,9,1
2023-04-09T19:00:00-05:00,5W GREEN EXPRESS 2,113,113,9.5,34,4
2023-04-09T19:00:00-05:00,7E GREY ALT,63,63,13.9,21,3
2023-04-09T19:00:00-05:00,7W GREY ALT,48,48,9.6,24,2
2023-04-09T19:00:00-05:00,BLUE,880,880,4.2,36,45
2023-04-09T19:00:00-05:00,BRONZE,301,301,2.5,21,33
2023-04-09T19:00:00-05:00,BRONZE ALT,25,25,2.5,11,2
2023-04-09T19:00:00-05:00,BROWN,"1,463","1,463",3.3,37,59
2023-04-09T19:00:00-05:00,BROWN ALT,70,70,7.7,51,3
2023-04-09T19:00:00-05:00,BROWN ALT PM,184,184,11.2,42,5
2023-04-09T19:00:00-05:00,BROWN ALT1,44,44,5.5,26,1
2023-04-09T19:00:00-05:00,GOLD,"1,445","1,445",3.1,44,81
2023-04-09T19:00:00-05:00,GOLD ALT,134,134,25.6,51,4
2023-04-09T19:00:00-05:00,GOLDHOPPER,576,576,5.2,35,34
2023-04-09T19:00:00-05:00,GREEN,"1,631","1,631",3.5,44,77
2023-04-09T19:00:00-05:00,GREEN ALT,306,306,16,59,8
2023-04-09T19:00:00-05:00,GREEN EVENING,529,529,2.9,26,23
