Date,Line,In (Sum),Out (Sum),Load (Avg.),Load max,#APC-Trips
2023-07-02T19:00:00-05:00,ILLINI,3,3,1.1,3,2
2023-07-02T19:00:00-05:00,ILLINI LIMITED,678,678,3.2,18,76
2023-07-02T19:00:00-05:00,ILLINI LIMITED EVENING,149,149,2.1,13,28
2023-07-02T19:00:00-05:00,LAVENDER,532,532,4.6,18,45
2023-07-02T19:00:00-05:00,LIME EVENING,17,17,1.1,4,8
2023-07-02T19:00:00-05:00,LINK,225,225,1.6,15,62
2023-07-02T19:00:00-05:00,NAVY,114,114,1.6,9,23
2023-07-02T19:00:00-05:00,ORANGE,592,592,1.9,16,83
2023-07-02T19:00:00-05:00,ORANGEHOPPER,271,271,2.9,12,46
2023-07-02T19:00:00-05:00,PINK,104,104,2.2,16,17
2023-07-02T19:00:00-05:00,RAVEN,120,120,2.2,8,25
2023-07-02T19:00:00-05:00,RED,"1,026","1,026",4.0,19,53
2023-07-02T19:00:00-05:00,RUBY EVENING,40,40,1.1,7,10
2023-07-02T19:00:00-05:00,SILVER,199,199,1.0,7,64
2023-07-02T19:00:00-05:00,SILVER LIMITED EVENING,55,55,0.8,7,32
2023-07-02T19:00:00-05:00,TEAL,678,678,3.5,40,73
2023-07-02T19:00:00-05:00,TEAL EVENING,148,148,2.3,11,30
2023-07-02T19:00:00-05:00,YELLOW,"1,117","1,117",5.6,33,53
2023-07-02T19:00:00-05:00,YELLOW EVENING,262,262,3.5,24,19
2023-07-04T19:00:00-05:00,BLUE,414,414,2.9,29,44
2023-07-04T19:00:00-05:00,BRONZE,160,160,1.8,11,35
2023-07-04T19:00:00-05:00,BROWN,648,648,1.8,13,59
2023-07-04T19:00:00-05:00,GOLD,727,727,2.0,16,76
2023-07-04T19:00:00-05:00,GOLDHOPPER,154,154,1.5,16,34
2023-07-04T19:00:00-05:00,GREEN,"1,249","1,249",2.7,27,82
2023-07-04T19:00:00-05:00,GREEN EVENING,269,269,2.5,20,19
2023-07-04T19:00:00-05:00,GREEN EXPRESS,140,140,1.6,19,18
2023-07-04T19:00:00-05:00,GREENHOPPER,752,752,5.0,21,33
2023-07-04T19:00:00-05:00,GREENHOPPER EVENING,146,146,2.4,11,14
2023-07-04T19:00:00-05:00,GREY,725,725,3.6,17,61
2023-07-04T19:00:00-05:00,GREY EVENING,178,178,3.7,9,16
2023-07-04T19:00:00-05:00,ILLINI,6,6,2.1,6,2
2023-07-04T19:00:00-05:00,ILLINI LIMITED,736,736,3.6,22,73
2023-07-04T19:00:00-05:00,ILLINI LIMITED EVENING,138,138,1.5,11,30
2023-07-04T19:00:00-05:00,LAVENDER,502,502,4.7,20,44
2023-07-04T19:00:00-05:00,LINK,272,272,1.9,13,62
2023-07-04T19:00:00-05:00,NAVY,153,153,1.9,19,24
2023-07-04T19:00:00-05:00,ORANGE,561,561,1.9,13,84
2023-07-04T19:00:00-05:00,ORANGEHOPPER,308,308,3.4,15,44
2023-07-04T19:00:00-05:00,PINK,86,86,1.9,9,17
2023-07-04T19:00:00-05:00,RAVEN,138,138,2.7,9,25
2023-07-04T19:00:00-05:00,RED,975,975,3.9,17,54
2023-07-04T19:00:00-05:00,RUBY,0,0,0.0,0,2
2023-07-04T19:00:00-05:00,RUBY EVENING,41,41,2.0,6,10
2023-07-04T19:00:00-05:00,SILVER,204,204,1.0,8,64
2023-07-04T19:00:00-05:00,SILVER LIMITED EVENING,45,45,0.7,7,32
2023-07-04T19:00:00-05:00,TEAL,380,380,1.9,20,73
2023-07-04T19:00:00-05:00,TEAL EVENING,102,102,1.4,7,30
2023-07-04T19:00:00-05:00,YELLOW,"1,084","1,084",5.9,25,48
2023-07-04T19:00:00-05:00,YELLOW EVENING,233,233,2.5,11,19
2023-07-05T19:00:00-05:00,BLUE,339,339,2.5,23,45
2023-07-05T19:00:00-05:00,BRONZE,150,150,1.3,10,35
2023-07-05T19:00:00-05:00,BROWN,740,740,2.0,28,59
2023-07-05T19:00:00-05:00,GOLD,861,861,2.1,37,73
2023-07-05T19:00:00-05:00,GOLDHOPPER,186,186,1.8,13,34
2023-07-05T19:00:00-05:00,GREEN,"1,382","1,382",2.5,33,92
2023-07-05T19:00:00-05:00,GREEN EVENING,314,314,2.9,19,19
2023-07-05T19:00:00-05:00,GREEN EXPRESS,131,131,1.8,16,17
2023-07-05T19:00:00-05:00,GREENHOPPER,605,605,5.2,34,26
2023-07-05T19:00:00-05:00,GREENHOPPER EVENING,170,170,2.7,15,14
2023-07-05T19:00:00-05:00,GREY,804,804,3.8,25,60
2023-07-05T19:00:00-05:00,GREY EVENING,167,167,3.5,11,15
2023-07-05T19:00:00-05:00,ILLINI,2,2,0.3,1,2
2023-07-05T19:00:00-05:00,ILLINI LIMITED,429,429,1.8,26,75
2023-07-05T19:00:00-05:00,ILLINI LIMITED EVENING,84,84,1.0,20,30
2023-07-05T19:00:00-05:00,LAVENDER,473,473,4.3,17,46
2023-07-05T19:00:00-05:00,LIME EVENING,28,28,1.8,6,8
2023-07-05T19:00:00-05:00,LINK,546,546,3.7,53,62
2023-07-05T19:00:00-05:00,NAVY,152,152,1.9,28,26
2023-07-05T19:00:00-05:00,ORANGE,586,586,1.9,15,83
2023-07-05T19:00:00-05:00,ORANGEHOPPER,337,337,3.6,11,44
2023-07-05T19:00:00-05:00,PINK,90,90,1.8,6,17
2023-07-05T19:00:00-05:00,RAVEN,149,149,2.9,9,25
2023-07-05T19:00:00-05:00,RED,903,903,3.6,16,51
2023-07-05T19:00:00-05:00,RUBY EVENING,58,58,2.1,10,10
2023-07-05T19:00:00-05:00,SILVER,227,227,1.2,13,64
