Date,Stop,In (Sum),Out (Sum),Load max,APC Stops
2023-08-12T19:00:00-05:00,"East Pull Out,3",0,0,0,2
2023-08-13T19:00:00-05:00,"East Pull Out,3",0,0,0,3
2023-08-14T19:00:00-05:00,"East Pull Out,3",0,0,0,2
2023-08-15T19:00:00-05:00,"East Pull Out,3",0,0,0,4
2023-08-16T19:00:00-05:00,"East Pull Out,3",0,0,0,2
2023-08-17T19:00:00-05:00,"East Pull Out,3",0,0,0,4
2023-08-12T19:00:00-05:00,"Eastern & Kerr (NW Corner),4",0,0,6,9
2023-08-13T19:00:00-05:00,"Eastern & Kerr (NW Corner),4",0,0,2,17
2023-08-14T19:00:00-05:00,"Eastern & Kerr (NW Corner),4",0,1,2,17
2023-08-15T19:00:00-05:00,"Eastern & Kerr (NW Corner),4",0,1,3,16
2023-08-16T19:00:00-05:00,"Eastern & Kerr (NW Corner),4",1,0,2,17
2023-08-17T19:00:00-05:00,"Eastern & Kerr (NW Corner),4",0,1,2,16
2023-08-12T19:00:00-05:00,"Eastern & Kerr (SW Corner),3",0,0,5,10
2023-08-13T19:00:00-05:00,"Eastern & Kerr (SW Corner),3",0,1,7,18
2023-08-14T19:00:00-05:00,"Eastern & Kerr (SW Corner),3",0,1,7,18
2023-08-15T19:00:00-05:00,"Eastern & Kerr (SW Corner),3",0,0,16,21
2023-08-16T19:00:00-05:00,"Eastern & Kerr (SW Corner),3",0,1,34,21
2023-08-17T19:00:00-05:00,"Eastern & Kerr (SW Corner),3",0,0,29,20
2023-08-12T19:00:00-05:00,"Eastern (East Side),2",0,1,5,10
2023-08-13T19:00:00-05:00,"Eastern (East Side),2",0,0,7,18
2023-08-14T19:00:00-05:00,"Eastern (East Side),2",0,0,7,18
2023-08-15T19:00:00-05:00,"Eastern (East Side),2",0,2,15,21
2023-08-16T19:00:00-05:00,"Eastern (East Side),2",2,9,29,21
2023-08-17T19:00:00-05:00,"Eastern (East Side),2",0,1,28,20
2023-08-12T19:00:00-05:00,"Eastern (West Side),1",1,0,6,9
2023-08-13T19:00:00-05:00,"Eastern (West Side),1",0,1,2,17
2023-08-14T19:00:00-05:00,"Eastern (West Side),1",0,0,2,18
2023-08-15T19:00:00-05:00,"Eastern (West Side),1",0,1,4,16
2023-08-16T19:00:00-05:00,"Eastern (West Side),1",0,1,2,17
2023-08-17T19:00:00-05:00,"Eastern (West Side),1",0,1,2,17
2023-08-13T19:00:00-05:00,"Edison Middle School,2",20,13,15,3
2023-08-14T19:00:00-05:00,"Edison Middle School,2",44,18,34,3
2023-08-15T19:00:00-05:00,"Edison Middle School,2",48,25,36,3
2023-08-16T19:00:00-05:00,"Edison Middle School,2",55,24,34,3
2023-08-17T19:00:00-05:00,"Edison Middle School,2",30,21,18,2
2023-08-13T19:00:00-05:00,"Edison Middle School,9",43,41,8,10
2023-08-14T19:00:00-05:00,"Edison Middle School,9",119,81,30,13
2023-08-15T19:00:00-05:00,"Edison Middle School,9",132,84,40,12
2023-08-16T19:00:00-05:00,"Edison Middle School,9",108,54,25,12
2023-08-17T19:00:00-05:00,"Edison Middle School,9",106,66,37,10
2023-08-13T19:00:00-05:00,"Fairlawn & Cottage Grove (NE Corner),1",2,0,11,24
2023-08-14T19:00:00-05:00,"Fairlawn & Cottage Grove (NE Corner),1",0,0,12,24
2023-08-15T19:00:00-05:00,"Fairlawn & Cottage Grove (NE Corner),1",1,2,11,24
2023-08-16T19:00:00-05:00,"Fairlawn & Cottage Grove (NE Corner),1",2,1,10,24
2023-08-17T19:00:00-05:00,"Fairlawn & Cottage Grove (NE Corner),1",0,0,13,26
2023-08-13T19:00:00-05:00,"Fairlawn & Cottage Grove (SE Far Side),6",0,0,13,24
2023-08-14T19:00:00-05:00,"Fairlawn & Cottage Grove (SE Far Side),6",0,0,16,24
2023-08-15T19:00:00-05:00,"Fairlawn & Cottage Grove (SE Far Side),6",0,0,10,25
2023-08-16T19:00:00-05:00,"Fairlawn & Cottage Grove (SE Far Side),6",0,0,10,24
2023-08-17T19:00:00-05:00,"Fairlawn & Cottage Grove (SE Far Side),6",0,0,10,23
2023-08-13T19:00:00-05:00,"Fairlawn & Eastern (NE Corner),1",0,1,11,24
2023-08-14T19:00:00-05:00,"Fairlawn & Eastern (NE Corner),1",0,0,12,24
2023-08-15T19:00:00-05:00,"Fairlawn & Eastern (NE Corner),1",0,1,11,24
2023-08-16T19:00:00-05:00,"Fairlawn & Eastern (NE Corner),1",0,0,10,24
2023-08-17T19:00:00-05:00,"Fairlawn & Eastern (NE Corner),1",0,3,13,26
2023-08-13T19:00:00-05:00,"Fairlawn & Eastern (South Side),3",0,2,12,24
2023-08-14T19:00:00-05:00,"Fairlawn & Eastern (South Side),3",2,1,16,24
2023-08-15T19:00:00-05:00,"Fairlawn & Eastern (South Side),3",0,1,10,25
2023-08-16T19:00:00-05:00,"Fairlawn & Eastern (South Side),3",1,1,10,24
2023-08-17T19:00:00-05:00,"Fairlawn & Eastern (South Side),3",1,1,10,23
2023-08-13T19:00:00-05:00,"Fairlawn & Patton (NE Corner),1",0,0,11,24
2023-08-14T19:00:00-05:00,"Fairlawn & Patton (NE Corner),1",0,0,12,24
2023-08-15T19:00:00-05:00,"Fairlawn & Patton (NE Corner),1",0,0,11,24
2023-08-16T19:00:00-05:00,"Fairlawn & Patton (NE Corner),1",0,1,10,24
2023-08-17T19:00:00-05:00,"Fairlawn & Patton (NE Corner),1",0,1,13,26
2023-08-13T19:00:00-05:00,"Fairlawn & Patton (South Side),3",1,1,13,24
2023-08-14T19:00:00-05:00,"Fairlawn & Patton (South Side),3",0,0,16,24
2023-08-15T19:00:00-05:00,"Fairlawn & Patton (South Side),3",2,0,10,25
2023-08-16T19:00:00-05:00,"Fairlawn & Patton (South Side),3",2,1,10,24
2023-08-17T19:00:00-05:00,"Fairlawn & Patton (South Side),3",1,0,10,23
2023-08-12T19:00:00-05:00,"Fairlawn (North Side),2",1,0,14,16
2023-08-13T19:00:00-05:00,"Fairlawn (North Side),2",3,0,13,60
2023-08-14T19:00:00-05:00,"Fairlawn (North Side),2",5,0,16,60
2023-08-15T19:00:00-05:00,"Fairlawn (North Side),2",3,0,19,61
2023-08-16T19:00:00-05:00,"Fairlawn (North Side),2",5,0,29,60
2023-08-17T19:00:00-05:00,"Fairlawn (North Side),2",7,0,24,61
2023-08-12T19:00:00-05:00,"Fairlawn (South Side),1",0,0,18,17
2023-08-13T19:00:00-05:00,"Fairlawn (South Side),1",3,7,21,56
2023-08-14T19:00:00-05:00,"Fairlawn (South Side),1",2,6,21,57
2023-08-15T19:00:00-05:00,"Fairlawn (South Side),1",0,0,22,58
2023-08-16T19:00:00-05:00,"Fairlawn (South Side),1",5,6,22,59
2023-08-17T19:00:00-05:00,"Fairlawn (South Side),1",4,7,25,59
2023-08-12T19:00:00-05:00,"Fairview & Busey (NE Corner),1",0,0,16,17
2023-08-13T19:00:00-05:00,"Fairview & Busey (NE Corner),1",0,2,9,32
2023-08-14T19:00:00-05:00,"Fairview & Busey (NE Corner),1",3,2,12,31
2023-08-15T19:00:00-05:00,"Fairview & Busey (NE Corner),1",0,2,14,33
2023-08-16T19:00:00-05:00,"Fairview & Busey (NE Corner),1",0,13,41,27
2023-08-17T19:00:00-05:00,"Fairview & Busey (NE Corner),1",0,7,24,33
2023-08-12T19:00:00-05:00,"Fairview & Busey (SW Corner),3",0,0,11,15
2023-08-13T19:00:00-05:00,"Fairview & Busey (SW Corner),3",0,0,12,32
2023-08-14T19:00:00-05:00,"Fairview & Busey (SW Corner),3",0,1,15,35
2023-08-15T19:00:00-05:00,"Fairview & Busey (SW Corner),3",2,0,13,35
2023-08-16T19:00:00-05:00,"Fairview & Busey (SW Corner),3",5,3,22,30
2023-08-17T19:00:00-05:00,"Fairview & Busey (SW Corner),3",4,2,27,35
2023-08-12T19:00:00-05:00,"Fairview & Goodwin (NE Corner),1",0,3,16,16
2023-08-13T19:00:00-05:00,"Fairview & Goodwin (NE Corner),1",0,2,8,32
2023-08-14T19:00:00-05:00,"Fairview & Goodwin (NE Corner),1",10,8,15,31
2023-08-15T19:00:00-05:00,"Fairview & Goodwin (NE Corner),1",2,11,11,31
2023-08-16T19:00:00-05:00,"Fairview & Goodwin (NE Corner),1",5,25,21,27
2023-08-17T19:00:00-05:00,"Fairview & Goodwin (NE Corner),1",7,24,16,32
2023-08-12T19:00:00-05:00,"Fairview & Goodwin (SE Corner),2",4,0,11,15
2023-08-13T19:00:00-05:00,"Fairview & Goodwin (SE Corner),2",2,0,12,33
2023-08-14T19:00:00-05:00,"Fairview & Goodwin (SE Corner),2",8,7,18,33
2023-08-15T19:00:00-05:00,"Fairview & Goodwin (SE Corner),2",7,2,12,33
2023-08-16T19:00:00-05:00,"Fairview & Goodwin (SE Corner),2",3,3,13,27
2023-08-17T19:00:00-05:00,"Fairview & Goodwin (SE Corner),2",5,4,20,33
2023-08-12T19:00:00-05:00,"Fairview & Harvey (NE Corner),1",0,0,16,16
2023-08-13T19:00:00-05:00,"Fairview & Harvey (NE Corner),1",8,2,8,32
2023-08-14T19:00:00-05:00,"Fairview & Harvey (NE Corner),1",3,4,12,31
2023-08-15T19:00:00-05:00,"Fairview & Harvey (NE Corner),1",2,11,11,33
2023-08-16T19:00:00-05:00,"Fairview & Harvey (NE Corner),1",3,9,32,27
2023-08-17T19:00:00-05:00,"Fairview & Harvey (NE Corner),1",5,4,20,33
2023-08-12T19:00:00-05:00,"Fairview & Harvey (SW Corner),3",1,0,11,15
2023-08-13T19:00:00-05:00,"Fairview & Harvey (SW Corner),3",1,1,12,33
2023-08-14T19:00:00-05:00,"Fairview & Harvey (SW Corner),3",4,2,18,35
2023-08-15T19:00:00-05:00,"Fairview & Harvey (SW Corner),3",5,3,15,33
2023-08-16T19:00:00-05:00,"Fairview & Harvey (SW Corner),3",2,4,21,29
2023-08-17T19:00:00-05:00,"Fairview & Harvey (SW Corner),3",2,3,25,35
2023-08-12T19:00:00-05:00,"Fairview & Lincoln (NE Corner),1",1,6,16,16
2023-08-13T19:00:00-05:00,"Fairview & Lincoln (NE Corner),1",6,20,8,32
2023-08-14T19:00:00-05:00,"Fairview & Lincoln (NE Corner),1",8,14,12,31
2023-08-15T19:00:00-05:00,"Fairview & Lincoln (NE Corner),1",17,29,11,33
2023-08-16T19:00:00-05:00,"Fairview & Lincoln (NE Corner),1",14,23,35,27
2023-08-17T19:00:00-05:00,"Fairview & Lincoln (NE Corner),1",12,17,20,33
2023-08-12T19:00:00-05:00,"Fairview & Lincoln (NW Corner),4",1,8,16,28
2023-08-13T19:00:00-05:00,"Fairview & Lincoln (NW Corner),4",26,1,27,51
2023-08-14T19:00:00-05:00,"Fairview & Lincoln (NW Corner),4",22,6,40,51
2023-08-15T19:00:00-05:00,"Fairview & Lincoln (NW Corner),4",21,4,42,52
2023-08-16T19:00:00-05:00,"Fairview & Lincoln (NW Corner),4",17,10,52,50
2023-08-17T19:00:00-05:00,"Fairview & Lincoln (NW Corner),4",17,10,23,81
2023-08-12T19:00:00-05:00,"Fairview & Lincoln (SE Corner),2",0,2,19,28
2023-08-13T19:00:00-05:00,"Fairview & Lincoln (SE Corner),2",9,12,28,52
2023-08-14T19:00:00-05:00,"Fairview & Lincoln (SE Corner),2",5,30,28,51
2023-08-15T19:00:00-05:00,"Fairview & Lincoln (SE Corner),2",4,20,23,50
2023-08-16T19:00:00-05:00,"Fairview & Lincoln (SE Corner),2",19,16,42,50
2023-08-17T19:00:00-05:00,"Fairview & Lincoln (SE Corner),2",3,29,19,79
2023-08-12T19:00:00-05:00,"Fairview & Lincoln (SW Corner),3",6,4,11,15
2023-08-13T19:00:00-05:00,"Fairview & Lincoln (SW Corner),3",10,21,12,32
2023-08-14T19:00:00-05:00,"Fairview & Lincoln (SW Corner),3",14,23,15,35
2023-08-15T19:00:00-05:00,"Fairview & Lincoln (SW Corner),3",25,8,13,35
2023-08-16T19:00:00-05:00,"Fairview & Lincoln (SW Corner),3",15,14,21,29
2023-08-17T19:00:00-05:00,"Fairview & Lincoln (SW Corner),3",21,17,26,35
2023-08-12T19:00:00-05:00,"FAR (South Side),1",7,23,11,12
2023-08-13T19:00:00-05:00,"FAR (South Side),1",10,138,14,77
2023-08-14T19:00:00-05:00,"FAR (South Side),1",1,99,15,74
2023-08-15T19:00:00-05:00,"FAR (South Side),1",22,153,15,69
2023-08-16T19:00:00-05:00,"FAR (South Side),1",0,158,29,71
2023-08-17T19:00:00-05:00,"FAR (South Side),1",21,645,17,86
2023-08-13T19:00:00-05:00,"Farber & Newton (SW Corner),3",0,1,3,11
2023-08-14T19:00:00-05:00,"Farber & Newton (SW Corner),3",1,0,4,12
2023-08-15T19:00:00-05:00,"Farber & Newton (SW Corner),3",0,0,7,12
2023-08-16T19:00:00-05:00,"Farber & Newton (SW Corner),3",0,2,1,12
2023-08-17T19:00:00-05:00,"Farber & Newton (SW Corner),3",0,2,0,12
2023-08-13T19:00:00-05:00,"Farhills & Staley (NE Corner),1",0,0,2,2
2023-08-14T19:00:00-05:00,"Farhills & Staley (NE Corner),1",1,0,1,1
2023-08-15T19:00:00-05:00,"Farhills & Staley (NE Corner),1",0,0,3,1
2023-08-13T19:00:00-05:00,"Farley & West Ridge (NW Corner),4",0,0,10,20
2023-08-14T19:00:00-05:00,"Farley & West Ridge (NW Corner),4",5,8,44,22
2023-08-15T19:00:00-05:00,"Farley & West Ridge (NW Corner),4",2,7,64,22
2023-08-16T19:00:00-05:00,"Farley & West Ridge (NW Corner),4",5,7,57,22
2023-08-13T19:00:00-05:00,"Fields South & Farhills (SE Corner),2",0,0,2,2
2023-08-14T19:00:00-05:00,"Fields South & Farhills (SE Corner),2",3,1,15,2
2023-08-15T19:00:00-05:00,"Fields South & Farhills (SE Corner),2",1,1,14,2
2023-08-16T19:00:00-05:00,"Fields South & Farhills (SE Corner),2",1,0,16,1
2023-08-13T19:00:00-05:00,"Fieldstone at Horizon Hobby (South Side),1",2,1,5,16
2023-08-14T19:00:00-05:00,"Fieldstone at Horizon Hobby (South Side),1",1,1,5,16
2023-08-15T19:00:00-05:00,"Fieldstone at Horizon Hobby (South Side),1",1,4,7,16
2023-08-16T19:00:00-05:00,"Fieldstone at Horizon Hobby (South Side),1",1,3,3,17
2023-08-17T19:00:00-05:00,"Fieldstone at Horizon Hobby (South Side),1",2,2,7,16
2023-08-13T19:00:00-05:00,"Fieldstone at Metritech (West Side),4",0,0,5,16
2023-08-14T19:00:00-05:00,"Fieldstone at Metritech (West Side),4",0,0,5,16
2023-08-15T19:00:00-05:00,"Fieldstone at Metritech (West Side),4",0,0,7,16
2023-08-16T19:00:00-05:00,"Fieldstone at Metritech (West Side),4",0,0,3,16
2023-08-17T19:00:00-05:00,"Fieldstone at Metritech (West Side),4",0,0,7,16
2023-08-12T19:00:00-05:00,"Fifth & Armory (NW Far Side),8",4,17,10,28
2023-08-13T19:00:00-05:00,"Fifth & Armory (NW Far Side),8",12,39,34,79
2023-08-14T19:00:00-05:00,"Fifth & Armory (NW Far Side),8",11,49,22,80
2023-08-15T19:00:00-05:00,"Fifth & Armory (NW Far Side),8",26,78,54,79
2023-08-16T19:00:00-05:00,"Fifth & Armory (NW Far Side),8",21,79,114,77
2023-08-12T19:00:00-05:00,"Fifth & Armory (SW Corner),3",7,3,22,42
2023-08-13T19:00:00-05:00,"Fifth & Armory (SW Corner),3",41,28,26,121
2023-08-14T19:00:00-05:00,"Fifth & Armory (SW Corner),3",49,27,21,128
2023-08-15T19:00:00-05:00,"Fifth & Armory (SW Corner),3",77,55,51,123
2023-08-16T19:00:00-05:00,"Fifth & Armory (SW Corner),3",54,96,136,124
2023-08-17T19:00:00-05:00,"Fifth & Armory (SW Corner),3",123,103,95,177
2023-08-12T19:00:00-05:00,"Fifth & Beardsley (NW Corner),4",4,1,19,16
2023-08-13T19:00:00-05:00,"Fifth & Beardsley (NW Corner),4",29,7,13,34
2023-08-14T19:00:00-05:00,"Fifth & Beardsley (NW Corner),4",30,11,15,35
2023-08-15T19:00:00-05:00,"Fifth & Beardsley (NW Corner),4",37,21,11,35
2023-08-16T19:00:00-05:00,"Fifth & Beardsley (NW Corner),4",29,14,13,29
2023-08-17T19:00:00-05:00,"Fifth & Beardsley (NW Corner),4",47,24,17,35
2023-08-12T19:00:00-05:00,"Fifth & Beardsley (SE Corner),2",1,2,16,15
2023-08-13T19:00:00-05:00,"Fifth & Beardsley (SE Corner),2",7,16,12,37
2023-08-14T19:00:00-05:00,"Fifth & Beardsley (SE Corner),2",6,10,30,38
2023-08-15T19:00:00-05:00,"Fifth & Beardsley (SE Corner),2",10,16,37,38
2023-08-16T19:00:00-05:00,"Fifth & Beardsley (SE Corner),2",5,17,32,32
2023-08-17T19:00:00-05:00,"Fifth & Beardsley (SE Corner),2",1,19,65,37
2023-08-12T19:00:00-05:00,"Fifth & Columbia (NW Corner),4",3,0,19,16
2023-08-13T19:00:00-05:00,"Fifth & Columbia (NW Corner),4",6,1,13,34
2023-08-14T19:00:00-05:00,"Fifth & Columbia (NW Corner),4",12,3,17,35
2023-08-15T19:00:00-05:00,"Fifth & Columbia (NW Corner),4",11,2,18,35
2023-08-16T19:00:00-05:00,"Fifth & Columbia (NW Corner),4",9,9,19,29
2023-08-17T19:00:00-05:00,"Fifth & Columbia (NW Corner),4",11,0,19,34
2023-08-12T19:00:00-05:00,"Fifth & Columbia (SE Corner),2",4,4,15,15
2023-08-13T19:00:00-05:00,"Fifth & Columbia (SE Corner),2",0,2,12,36
2023-08-14T19:00:00-05:00,"Fifth & Columbia (SE Corner),2",1,5,30,37
2023-08-15T19:00:00-05:00,"Fifth & Columbia (SE Corner),2",1,5,28,37
2023-08-16T19:00:00-05:00,"Fifth & Columbia (SE Corner),2",19,4,23,31
2023-08-17T19:00:00-05:00,"Fifth & Columbia (SE Corner),2",0,3,69,36
2023-08-12T19:00:00-05:00,"Fifth & Eureka (NW Corner),4",0,0,19,16
2023-08-13T19:00:00-05:00,"Fifth & Eureka (NW Corner),4",1,0,13,34
2023-08-14T19:00:00-05:00,"Fifth & Eureka (NW Corner),4",3,0,15,35
2023-08-15T19:00:00-05:00,"Fifth & Eureka (NW Corner),4",5,3,11,35
2023-08-16T19:00:00-05:00,"Fifth & Eureka (NW Corner),4",3,1,13,29
2023-08-17T19:00:00-05:00,"Fifth & Eureka (NW Corner),4",2,0,17,35
2023-08-12T19:00:00-05:00,"Fifth & Eureka (SE Corner),2",2,1,16,15
2023-08-13T19:00:00-05:00,"Fifth & Eureka (SE Corner),2",1,2,12,36
2023-08-14T19:00:00-05:00,"Fifth & Eureka (SE Corner),2",0,10,30,37
2023-08-15T19:00:00-05:00,"Fifth & Eureka (SE Corner),2",0,12,39,37
2023-08-16T19:00:00-05:00,"Fifth & Eureka (SE Corner),2",16,13,36,31
2023-08-17T19:00:00-05:00,"Fifth & Eureka (SE Corner),2",2,7,69,36
2023-08-12T19:00:00-05:00,"Fifth & Grove (NW Corner),4",4,3,19,16
2023-08-13T19:00:00-05:00,"Fifth & Grove (NW Corner),4",2,0,13,34
2023-08-14T19:00:00-05:00,"Fifth & Grove (NW Corner),4",5,0,15,35
2023-08-15T19:00:00-05:00,"Fifth & Grove (NW Corner),4",3,3,12,35
2023-08-16T19:00:00-05:00,"Fifth & Grove (NW Corner),4",5,2,14,29
2023-08-17T19:00:00-05:00,"Fifth & Grove (NW Corner),4",7,2,18,35
2023-08-12T19:00:00-05:00,"Fifth & Grove (SE Corner),2",1,2,15,15
2023-08-13T19:00:00-05:00,"Fifth & Grove (SE Corner),2",1,1,12,36
2023-08-14T19:00:00-05:00,"Fifth & Grove (SE Corner),2",1,12,30,37
2023-08-15T19:00:00-05:00,"Fifth & Grove (SE Corner),2",16,8,39,37
2023-08-16T19:00:00-05:00,"Fifth & Grove (SE Corner),2",2,15,23,31
2023-08-17T19:00:00-05:00,"Fifth & Grove (SE Corner),2",2,11,69,36
2023-08-12T19:00:00-05:00,"Fifth & Washington (NW Corner),4",0,2,17,16
2023-08-13T19:00:00-05:00,"Fifth & Washington (NW Corner),4",0,4,13,34
2023-08-14T19:00:00-05:00,"Fifth & Washington (NW Corner),4",6,1,17,34
2023-08-15T19:00:00-05:00,"Fifth & Washington (NW Corner),4",4,2,18,35
2023-08-16T19:00:00-05:00,"Fifth & Washington (NW Corner),4",2,1,19,29
2023-08-17T19:00:00-05:00,"Fifth & Washington (NW Corner),4",3,1,19,34
2023-08-13T19:00:00-05:00,"First & Armory (NE Far Side),5",3,5,6,11
2023-08-14T19:00:00-05:00,"First & Armory (NE Far Side),5",0,2,4,10
2023-08-15T19:00:00-05:00,"First & Armory (NE Far Side),5",2,3,4,7
2023-08-16T19:00:00-05:00,"First & Armory (NE Far Side),5",1,3,4,10
2023-08-17T19:00:00-05:00,"First & Armory (NE Far Side),5",110,116,99,88
2023-08-13T19:00:00-05:00,"First & Armory (NW Corner),4",1,4,14,11
2023-08-14T19:00:00-05:00,"First & Armory (NW Corner),4",3,0,20,11
2023-08-15T19:00:00-05:00,"First & Armory (NW Corner),4",6,1,9,10
2023-08-16T19:00:00-05:00,"First & Armory (NW Corner),4",5,1,9,11
2023-08-17T19:00:00-05:00,"First & Armory (NW Corner),4",143,124,74,89
2023-08-17T19:00:00-05:00,"First & Daniel (NE Corner),1",117,152,74,78
2023-08-13T19:00:00-05:00,"First & Daniel (NE Far Side),5",2,4,5,11
2023-08-14T19:00:00-05:00,"First & Daniel (NE Far Side),5",0,1,4,11
2023-08-15T19:00:00-05:00,"First & Daniel (NE Far Side),5",2,1,3,7
2023-08-16T19:00:00-05:00,"First & Daniel (NE Far Side),5",0,1,4,11
2023-08-13T19:00:00-05:00,"First & Daniel (NW Corner),4",4,0,14,11
2023-08-14T19:00:00-05:00,"First & Daniel (NW Corner),4",0,2,20,11
2023-08-15T19:00:00-05:00,"First & Daniel (NW Corner),4",2,0,9,10
2023-08-16T19:00:00-05:00,"First & Daniel (NW Corner),4",2,3,9,11
2023-08-17T19:00:00-05:00,"First & Daniel (NW Corner),4",5,4,10,11
2023-08-17T19:00:00-05:00,"First & Daniel (SE Far Side),6",77,151,101,77
2023-08-12T19:00:00-05:00,"First & Gerty (NW Corner),4",0,0,15,15
2023-08-13T19:00:00-05:00,"First & Gerty (NW Corner),4",0,0,8,8
2023-08-14T19:00:00-05:00,"First & Gerty (NW Corner),4",0,0,7,9
2023-08-15T19:00:00-05:00,"First & Gerty (NW Corner),4",0,2,11,8
2023-08-16T19:00:00-05:00,"First & Gerty (NW Corner),4",0,0,10,7
2023-08-17T19:00:00-05:00,"First & Gerty (NW Corner),4",0,0,8,8
2023-08-13T19:00:00-05:00,"First & Gerty (NW Far Side),8",3,11,4,29
2023-08-14T19:00:00-05:00,"First & Gerty (NW Far Side),8",3,11,3,29
2023-08-15T19:00:00-05:00,"First & Gerty (NW Far Side),8",2,18,2,29
2023-08-16T19:00:00-05:00,"First & Gerty (NW Far Side),8",4,20,3,29
2023-08-12T19:00:00-05:00,"First & Gerty (SE Corner),2",1,0,10,15
2023-08-13T19:00:00-05:00,"First & Gerty (SE Corner),2",0,0,8,20
2023-08-14T19:00:00-05:00,"First & Gerty (SE Corner),2",1,0,7,20
2023-08-15T19:00:00-05:00,"First & Gerty (SE Corner),2",1,0,7,18
2023-08-16T19:00:00-05:00,"First & Gerty (SE Corner),2",1,0,12,20
2023-08-17T19:00:00-05:00,"First & Gerty (SE Corner),2",1,0,7,19
2023-08-12T19:00:00-05:00,"First & Gerty (SW Far Side),7",0,0,15,15
2023-08-13T19:00:00-05:00,"First & Gerty (SW Far Side),7",0,1,8,19
2023-08-14T19:00:00-05:00,"First & Gerty (SW Far Side),7",0,0,7,20
2023-08-15T19:00:00-05:00,"First & Gerty (SW Far Side),7",0,1,11,18
2023-08-16T19:00:00-05:00,"First & Gerty (SW Far Side),7",0,1,10,18
2023-08-17T19:00:00-05:00,"First & Gerty (SW Far Side),7",0,2,8,19
2023-08-12T19:00:00-05:00,"First & Gregory (NE Corner),1",6,6,21,14
2023-08-13T19:00:00-05:00,"First & Gregory (NE Corner),1",9,37,27,78
2023-08-14T19:00:00-05:00,"First & Gregory (NE Corner),1",18,81,28,79
2023-08-15T19:00:00-05:00,"First & Gregory (NE Corner),1",23,95,28,80
2023-08-16T19:00:00-05:00,"First & Gregory (NE Corner),1",33,108,54,79
2023-08-17T19:00:00-05:00,"First & Gregory (NE Corner),1",13,151,68,103
2023-08-13T19:00:00-05:00,"First & Gregory (NW Corner),4",1,0,14,11
2023-08-14T19:00:00-05:00,"First & Gregory (NW Corner),4",0,8,20,11
2023-08-15T19:00:00-05:00,"First & Gregory (NW Corner),4",2,3,9,10
2023-08-16T19:00:00-05:00,"First & Gregory (NW Corner),4",2,11,9,11
2023-08-17T19:00:00-05:00,"First & Gregory (NW Corner),4",54,126,74,89
2023-08-12T19:00:00-05:00,"First & Gregory (SE Corner),2",25,14,19,40
2023-08-13T19:00:00-05:00,"First & Gregory (SE Corner),2",53,18,19,99
2023-08-14T19:00:00-05:00,"First & Gregory (SE Corner),2",74,23,20,104
2023-08-15T19:00:00-05:00,"First & Gregory (SE Corner),2",58,19,56,94
2023-08-16T19:00:00-05:00,"First & Gregory (SE Corner),2",136,36,132,104
2023-08-17T19:00:00-05:00,"First & Gregory (SE Corner),2",221,103,97,185
2023-08-12T19:00:00-05:00,"First & Hazelwood (NW Corner),4",0,2,15,15
2023-08-13T19:00:00-05:00,"First & Hazelwood (NW Corner),4",0,16,8,49
2023-08-14T19:00:00-05:00,"First & Hazelwood (NW Corner),4",0,8,7,50
2023-08-15T19:00:00-05:00,"First & Hazelwood (NW Corner),4",0,15,11,48
2023-08-16T19:00:00-05:00,"First & Hazelwood (NW Corner),4",0,46,10,48
2023-08-17T19:00:00-05:00,"First & Hazelwood (NW Corner),4",0,8,8,45
2023-08-12T19:00:00-05:00,"First & Hazelwood (SE Corner),2",0,0,10,15
2023-08-13T19:00:00-05:00,"First & Hazelwood (SE Corner),2",5,0,8,20
2023-08-14T19:00:00-05:00,"First & Hazelwood (SE Corner),2",2,0,7,20
2023-08-15T19:00:00-05:00,"First & Hazelwood (SE Corner),2",3,0,7,18
2023-08-16T19:00:00-05:00,"First & Hazelwood (SE Corner),2",1,0,12,20
2023-08-17T19:00:00-05:00,"First & Hazelwood (SE Corner),2",2,0,7,19
2023-08-12T19:00:00-05:00,"First & Lake Park North (East Side),2",0,0,10,15
2023-08-13T19:00:00-05:00,"First & Lake Park North (East Side),2",0,0,5,18
2023-08-14T19:00:00-05:00,"First & Lake Park North (East Side),2",0,0,7,18
2023-08-15T19:00:00-05:00,"First & Lake Park North (East Side),2",0,0,7,18
2023-08-16T19:00:00-05:00,"First & Lake Park North (East Side),2",0,0,6,17
2023-08-17T19:00:00-05:00,"First & Lake Park North (East Side),2",0,0,7,18
2023-08-12T19:00:00-05:00,"First & Lake Park North (NW Corner),4",0,1,9,14
2023-08-13T19:00:00-05:00,"First & Lake Park North (NW Corner),4",0,0,8,34
2023-08-14T19:00:00-05:00,"First & Lake Park North (NW Corner),4",0,0,8,37
2023-08-15T19:00:00-05:00,"First & Lake Park North (NW Corner),4",0,0,8,36
2023-08-16T19:00:00-05:00,"First & Lake Park North (NW Corner),4",0,0,10,31
2023-08-17T19:00:00-05:00,"First & Lake Park North (NW Corner),4",0,1,6,35
2023-08-12T19:00:00-05:00,"First & Lake Park South (East Side),2",2,0,10,14
2023-08-13T19:00:00-05:00,"First & Lake Park South (East Side),2",3,0,5,18
2023-08-14T19:00:00-05:00,"First & Lake Park South (East Side),2",1,0,7,18
2023-08-15T19:00:00-05:00,"First & Lake Park South (East Side),2",1,0,7,18
2023-08-16T19:00:00-05:00,"First & Lake Park South (East Side),2",1,0,6,17
