Date,Stop,In (Sum),Out (Sum),Load max,APC Stops
2023-08-17T19:00:00-05:00,"4th & Chalmers (NE Corner),1",40,39,70,79
2023-08-17T19:00:00-05:00,"5th & Chalmers (NE Corner),1",48,49,71,79
2023-08-12T19:00:00-05:00,"5th & Washington (SW Corner),3",0,0,15,15
2023-08-13T19:00:00-05:00,"5th & Washington (SW Corner),3",1,0,12,36
2023-08-14T19:00:00-05:00,"5th & Washington (SW Corner),3",0,1,30,37
2023-08-15T19:00:00-05:00,"5th & Washington (SW Corner),3",1,5,28,37
2023-08-16T19:00:00-05:00,"5th & Washington (SW Corner),3",1,0,22,31
2023-08-17T19:00:00-05:00,"5th & Washington (SW Corner),3",1,3,70,36
2023-08-13T19:00:00-05:00,"Ag. Engineering (North Side),2",3,15,13,39
2023-08-14T19:00:00-05:00,"Ag. Engineering (North Side),2",5,13,14,39
2023-08-15T19:00:00-05:00,"Ag. Engineering (North Side),2",3,15,13,39
2023-08-16T19:00:00-05:00,"Ag. Engineering (North Side),2",1,6,29,39
2023-08-17T19:00:00-05:00,"Ag. Engineering (North Side),2",11,18,38,40
2023-08-12T19:00:00-05:00,"Airport & Captiva (SW Corner),3",0,0,0,10
2023-08-13T19:00:00-05:00,"Airport & Captiva (SW Corner),3",0,0,0,4
2023-08-14T19:00:00-05:00,"Airport & Captiva (SW Corner),3",0,0,0,4
2023-08-15T19:00:00-05:00,"Airport & Captiva (SW Corner),3",0,0,0,4
2023-08-16T19:00:00-05:00,"Airport & Captiva (SW Corner),3",0,0,3,3
2023-08-17T19:00:00-05:00,"Airport & Captiva (SW Corner),3",0,0,0,4
2023-08-12T19:00:00-05:00,"Airport & Clifton (SW Corner),3",0,0,0,10
2023-08-13T19:00:00-05:00,"Airport & Clifton (SW Corner),3",0,0,0,4
2023-08-14T19:00:00-05:00,"Airport & Clifton (SW Corner),3",0,0,0,4
2023-08-15T19:00:00-05:00,"Airport & Clifton (SW Corner),3",0,0,0,4
2023-08-16T19:00:00-05:00,"Airport & Clifton (SW Corner),3",0,0,2,4
2023-08-17T19:00:00-05:00,"Airport & Clifton (SW Corner),3",0,0,0,4
2023-08-12T19:00:00-05:00,"Airport & Cunningham (SE Far Side),6",0,1,0,20
2023-08-13T19:00:00-05:00,"Airport & Cunningham (SE Far Side),6",0,0,0,8
2023-08-14T19:00:00-05:00,"Airport & Cunningham (SE Far Side),6",0,0,0,8
2023-08-15T19:00:00-05:00,"Airport & Cunningham (SE Far Side),6",0,0,0,8
2023-08-16T19:00:00-05:00,"Airport & Cunningham (SE Far Side),6",5,4,3,8
2023-08-13T19:00:00-05:00,"Airport & Cunningham (SW Corner),3",0,0,0,0
2023-08-14T19:00:00-05:00,"Airport & Cunningham (SW Corner),3",0,0,0,0
2023-08-15T19:00:00-05:00,"Airport & Cunningham (SW Corner),3",0,0,0,0
2023-08-16T19:00:00-05:00,"Airport & Cunningham (SW Corner),3",0,0,0,0
2023-08-17T19:00:00-05:00,"Airport & Cunningham (SW Corner),3",0,0,0,0
2023-08-12T19:00:00-05:00,"Airport & Donald (SW Corner),3",0,0,0,10
2023-08-13T19:00:00-05:00,"Airport & Donald (SW Corner),3",0,0,0,4
2023-08-14T19:00:00-05:00,"Airport & Donald (SW Corner),3",0,0,0,4
2023-08-15T19:00:00-05:00,"Airport & Donald (SW Corner),3",0,0,0,4
2023-08-16T19:00:00-05:00,"Airport & Donald (SW Corner),3",0,0,2,4
2023-08-17T19:00:00-05:00,"Airport & Donald (SW Corner),3",0,0,0,4
2023-08-12T19:00:00-05:00,"Airport & Fieldcrest (SW Corner),3",0,0,0,10
2023-08-13T19:00:00-05:00,"Airport & Fieldcrest (SW Corner),3",0,0,0,4
2023-08-14T19:00:00-05:00,"Airport & Fieldcrest (SW Corner),3",0,0,0,4
2023-08-15T19:00:00-05:00,"Airport & Fieldcrest (SW Corner),3",0,0,0,4
2023-08-16T19:00:00-05:00,"Airport & Fieldcrest (SW Corner),3",0,0,2,3
2023-08-17T19:00:00-05:00,"Airport & Fieldcrest (SW Corner),3",0,0,0,4
2023-08-15T19:00:00-05:00,"Airport & High Cross (SE Corner),2",0,0,1,1
2023-08-16T19:00:00-05:00,"Airport & High Cross (SE Corner),2",0,0,0,1
2023-08-17T19:00:00-05:00,"Airport & High Cross (SE Corner),2",0,0,0,1
2023-08-13T19:00:00-05:00,"Airport & High Cross (SW Corner),3",0,0,1,15
2023-08-14T19:00:00-05:00,"Airport & High Cross (SW Corner),3",0,0,1,16
2023-08-15T19:00:00-05:00,"Airport & High Cross (SW Corner),3",0,0,1,15
2023-08-16T19:00:00-05:00,"Airport & High Cross (SW Corner),3",0,0,2,15
2023-08-17T19:00:00-05:00,"Airport & High Cross (SW Corner),3",0,0,2,15
2023-08-12T19:00:00-05:00,"Airport & Landis Farm (SW Corner),3",0,0,0,10
2023-08-13T19:00:00-05:00,"Airport & Landis Farm (SW Corner),3",0,0,0,4
2023-08-14T19:00:00-05:00,"Airport & Landis Farm (SW Corner),3",0,0,0,4
2023-08-15T19:00:00-05:00,"Airport & Landis Farm (SW Corner),3",0,0,0,4
2023-08-16T19:00:00-05:00,"Airport & Landis Farm (SW Corner),3",0,0,3,3
2023-08-17T19:00:00-05:00,"Airport & Landis Farm (SW Corner),3",0,0,0,4
2023-08-13T19:00:00-05:00,"Airport & Skyline (SE Corner),2",0,0,0,0
2023-08-14T19:00:00-05:00,"Airport & Skyline (SE Corner),2",0,0,0,0
2023-08-15T19:00:00-05:00,"Airport & Skyline (SE Corner),2",0,0,0,0
2023-08-16T19:00:00-05:00,"Airport & Skyline (SE Corner),2",0,0,0,0
2023-08-17T19:00:00-05:00,"Airport & Skyline (SE Corner),2",0,0,0,0
2023-08-12T19:00:00-05:00,"Airport & Skyline (SW Corner),3",0,0,0,10
2023-08-13T19:00:00-05:00,"Airport & Skyline (SW Corner),3",0,0,0,4
2023-08-14T19:00:00-05:00,"Airport & Skyline (SW Corner),3",0,0,0,4
2023-08-15T19:00:00-05:00,"Airport & Skyline (SW Corner),3",0,0,0,4
2023-08-16T19:00:00-05:00,"Airport & Skyline (SW Corner),3",0,2,2,3
2023-08-17T19:00:00-05:00,"Airport & Skyline (SW Corner),3",0,0,0,4
2023-08-13T19:00:00-05:00,"Airport & Willow (SE Corner),2",0,0,0,0
2023-08-14T19:00:00-05:00,"Airport & Willow (SE Corner),2",0,0,0,0
2023-08-15T19:00:00-05:00,"Airport & Willow (SE Corner),2",0,0,0,0
2023-08-16T19:00:00-05:00,"Airport & Willow (SE Corner),2",0,0,0,0
2023-08-17T19:00:00-05:00,"Airport & Willow (SE Corner),2",0,0,0,0
2023-08-13T19:00:00-05:00,"Airport Road at Farm & Fleet (SW Corner),3",0,0,0,0
2023-08-14T19:00:00-05:00,"Airport Road at Farm & Fleet (SW Corner),3",0,0,0,0
2023-08-15T19:00:00-05:00,"Airport Road at Farm & Fleet (SW Corner),3",0,0,0,0
2023-08-16T19:00:00-05:00,"Airport Road at Farm & Fleet (SW Corner),3",0,0,0,0
2023-08-12T19:00:00-05:00,"Aldi (North Side),2",3,0,11,15
2023-08-13T19:00:00-05:00,"Aldi (North Side),2",6,0,14,30
2023-08-14T19:00:00-05:00,"Aldi (North Side),2",5,1,18,30
2023-08-15T19:00:00-05:00,"Aldi (North Side),2",5,0,11,30
2023-08-16T19:00:00-05:00,"Aldi (North Side),2",1,0,20,23
2023-08-17T19:00:00-05:00,"Aldi (North Side),2",11,6,13,30
2023-08-12T19:00:00-05:00,"Aldi (South Side),1",0,0,12,15
2023-08-13T19:00:00-05:00,"Aldi (South Side),1",0,5,10,30
2023-08-14T19:00:00-05:00,"Aldi (South Side),1",0,3,14,29
2023-08-15T19:00:00-05:00,"Aldi (South Side),1",0,5,13,29
2023-08-16T19:00:00-05:00,"Aldi (South Side),1",3,4,15,22
2023-08-17T19:00:00-05:00,"Aldi (South Side),1",0,9,15,29
2023-08-13T19:00:00-05:00,"Alpine & Bradley (NE Corner),1",1,0,16,20
2023-08-14T19:00:00-05:00,"Alpine & Bradley (NE Corner),1",0,4,63,20
2023-08-15T19:00:00-05:00,"Alpine & Bradley (NE Corner),1",0,0,54,19
2023-08-16T19:00:00-05:00,"Alpine & Bradley (NE Corner),1",0,1,39,19
2023-08-17T19:00:00-05:00,"Alpine & Bradley (NE Corner),1",0,0,54,20
2023-08-13T19:00:00-05:00,"Alpine & Bradley (NW Corner),4",0,1,0,1
2023-08-14T19:00:00-05:00,"Alpine & Bradley (NW Corner),4",0,0,16,2
2023-08-16T19:00:00-05:00,"Alpine & Bradley (NW Corner),4",0,0,19,1
2023-08-17T19:00:00-05:00,"Alpine & Bradley (NW Corner),4",0,0,18,2
2023-08-14T19:00:00-05:00,"Alpine & Timberline (NW Corner),4",0,0,16,2
2023-08-16T19:00:00-05:00,"Alpine & Timberline (NW Corner),4",0,0,19,1
2023-08-17T19:00:00-05:00,"Alpine & Timberline (NW Corner),4",0,0,18,2
2023-08-13T19:00:00-05:00,"Alpine & Timberline (SE Corner),2",0,2,14,3
2023-08-14T19:00:00-05:00,"Alpine & Timberline (SE Corner),2",0,3,60,3
2023-08-15T19:00:00-05:00,"Alpine & Timberline (SE Corner),2",0,2,52,3
2023-08-16T19:00:00-05:00,"Alpine & Timberline (SE Corner),2",1,1,39,3
2023-08-17T19:00:00-05:00,"Alpine & Timberline (SE Corner),2",0,0,54,4
2023-08-12T19:00:00-05:00,"Amber & Myra Ridge (NW Corner),4",1,0,12,15
2023-08-13T19:00:00-05:00,"Amber & Myra Ridge (NW Corner),4",0,0,5,9
2023-08-14T19:00:00-05:00,"Amber & Myra Ridge (NW Corner),4",0,0,3,9
2023-08-15T19:00:00-05:00,"Amber & Myra Ridge (NW Corner),4",1,1,9,9
2023-08-16T19:00:00-05:00,"Amber & Myra Ridge (NW Corner),4",0,0,7,9
2023-08-17T19:00:00-05:00,"Amber & Myra Ridge (NW Corner),4",2,1,14,9
2023-08-13T19:00:00-05:00,"Amber & Myra Ridge (SE Corner),2",9,1,11,24
2023-08-14T19:00:00-05:00,"Amber & Myra Ridge (SE Corner),2",8,1,12,24
2023-08-15T19:00:00-05:00,"Amber & Myra Ridge (SE Corner),2",9,2,24,24
2023-08-16T19:00:00-05:00,"Amber & Myra Ridge (SE Corner),2",7,1,8,24
2023-08-17T19:00:00-05:00,"Amber & Myra Ridge (SE Corner),2",9,1,12,24
2023-08-12T19:00:00-05:00,"Amber & Myra Ridge (SW Corner),3",0,2,7,16
2023-08-13T19:00:00-05:00,"Amber & Myra Ridge (SW Corner),3",0,9,7,32
2023-08-14T19:00:00-05:00,"Amber & Myra Ridge (SW Corner),3",2,10,10,32
2023-08-15T19:00:00-05:00,"Amber & Myra Ridge (SW Corner),3",0,10,11,32
2023-08-16T19:00:00-05:00,"Amber & Myra Ridge (SW Corner),3",0,6,9,31
2023-08-17T19:00:00-05:00,"Amber & Myra Ridge (SW Corner),3",3,9,10,33
2023-08-12T19:00:00-05:00,"Amber & Philo (NE Corner),1",3,0,10,16
2023-08-13T19:00:00-05:00,"Amber & Philo (NE Corner),1",1,0,14,33
2023-08-14T19:00:00-05:00,"Amber & Philo (NE Corner),1",0,0,10,33
2023-08-15T19:00:00-05:00,"Amber & Philo (NE Corner),1",0,0,24,33
2023-08-16T19:00:00-05:00,"Amber & Philo (NE Corner),1",0,0,12,33
2023-08-17T19:00:00-05:00,"Amber & Philo (NE Corner),1",2,0,12,33
2023-08-13T19:00:00-05:00,"Amber & Philo (SE Corner),2",0,0,7,24
2023-08-14T19:00:00-05:00,"Amber & Philo (SE Corner),2",1,0,10,24
2023-08-15T19:00:00-05:00,"Amber & Philo (SE Corner),2",1,0,10,24
2023-08-16T19:00:00-05:00,"Amber & Philo (SE Corner),2",0,0,7,24
2023-08-17T19:00:00-05:00,"Amber & Philo (SE Corner),2",0,0,12,25
2023-08-13T19:00:00-05:00,"Ambucs Park (North Side),2",0,0,3,26
2023-08-14T19:00:00-05:00,"Ambucs Park (North Side),2",0,0,3,26
2023-08-15T19:00:00-05:00,"Ambucs Park (North Side),2",0,0,4,28
2023-08-16T19:00:00-05:00,"Ambucs Park (North Side),2",0,0,12,28
2023-08-17T19:00:00-05:00,"Ambucs Park (North Side),2",0,0,10,28
2023-08-13T19:00:00-05:00,"Ambucs Park (South Side),1",0,0,5,24
2023-08-14T19:00:00-05:00,"Ambucs Park (South Side),1",0,2,4,24
2023-08-15T19:00:00-05:00,"Ambucs Park (South Side),1",0,0,4,26
2023-08-16T19:00:00-05:00,"Ambucs Park (South Side),1",0,0,5,25
2023-08-17T19:00:00-05:00,"Ambucs Park (South Side),1",0,0,2,24
2023-08-13T19:00:00-05:00,"Anderson & Burkwood (NW Corner),4",1,1,17,24
2023-08-14T19:00:00-05:00,"Anderson & Burkwood (NW Corner),4",0,1,14,24
2023-08-15T19:00:00-05:00,"Anderson & Burkwood (NW Corner),4",0,3,22,24
2023-08-16T19:00:00-05:00,"Anderson & Burkwood (NW Corner),4",0,2,16,24
2023-08-17T19:00:00-05:00,"Anderson & Burkwood (NW Corner),4",0,0,18,25
2023-08-13T19:00:00-05:00,"Anderson & Burkwood (SE Corner),2",3,0,14,24
2023-08-14T19:00:00-05:00,"Anderson & Burkwood (SE Corner),2",3,0,12,24
2023-08-15T19:00:00-05:00,"Anderson & Burkwood (SE Corner),2",2,0,23,24
2023-08-16T19:00:00-05:00,"Anderson & Burkwood (SE Corner),2",2,0,14,24
2023-08-17T19:00:00-05:00,"Anderson & Burkwood (SE Corner),2",2,0,21,24
2023-08-13T19:00:00-05:00,"Anderson & Colorado (NW Corner),4",2,7,16,24
2023-08-14T19:00:00-05:00,"Anderson & Colorado (NW Corner),4",0,9,14,24
2023-08-15T19:00:00-05:00,"Anderson & Colorado (NW Corner),4",0,11,20,24
2023-08-16T19:00:00-05:00,"Anderson & Colorado (NW Corner),4",1,10,14,24
2023-08-17T19:00:00-05:00,"Anderson & Colorado (NW Corner),4",1,10,18,25
2023-08-13T19:00:00-05:00,"Anderson & Colorado (SE Corner),2",2,1,14,24
2023-08-14T19:00:00-05:00,"Anderson & Colorado (SE Corner),2",7,2,11,24
2023-08-15T19:00:00-05:00,"Anderson & Colorado (SE Corner),2",5,1,23,24
2023-08-16T19:00:00-05:00,"Anderson & Colorado (SE Corner),2",2,1,14,24
2023-08-17T19:00:00-05:00,"Anderson & Colorado (SE Corner),2",4,1,20,24
2023-08-12T19:00:00-05:00,"Anderson & Fairlawn (NW Far Side),8",1,1,14,16
2023-08-13T19:00:00-05:00,"Anderson & Fairlawn (NW Far Side),8",6,2,13,60
2023-08-14T19:00:00-05:00,"Anderson & Fairlawn (NW Far Side),8",7,1,16,60
2023-08-15T19:00:00-05:00,"Anderson & Fairlawn (NW Far Side),8",15,6,19,61
2023-08-16T19:00:00-05:00,"Anderson & Fairlawn (NW Far Side),8",11,5,29,60
2023-08-17T19:00:00-05:00,"Anderson & Fairlawn (NW Far Side),8",19,2,23,61
2023-08-12T19:00:00-05:00,"Anderson & Fairlawn (SW Corner),3",2,5,18,17
2023-08-13T19:00:00-05:00,"Anderson & Fairlawn (SW Corner),3",2,9,21,56
2023-08-14T19:00:00-05:00,"Anderson & Fairlawn (SW Corner),3",1,15,20,57
2023-08-15T19:00:00-05:00,"Anderson & Fairlawn (SW Corner),3",2,11,22,57
2023-08-16T19:00:00-05:00,"Anderson & Fairlawn (SW Corner),3",1,16,22,59
2023-08-17T19:00:00-05:00,"Anderson & Fairlawn (SW Corner),3",9,24,24,59
2023-08-13T19:00:00-05:00,"Anderson & Harding (NW Corner),4",1,8,15,24
2023-08-14T19:00:00-05:00,"Anderson & Harding (NW Corner),4",0,8,12,24
2023-08-15T19:00:00-05:00,"Anderson & Harding (NW Corner),4",0,13,18,24
2023-08-16T19:00:00-05:00,"Anderson & Harding (NW Corner),4",0,10,11,24
2023-08-17T19:00:00-05:00,"Anderson & Harding (NW Corner),4",0,5,18,25
2023-08-13T19:00:00-05:00,"Anderson & Harding (SE Corner),2",7,1,14,24
2023-08-14T19:00:00-05:00,"Anderson & Harding (SE Corner),2",9,1,11,24
2023-08-15T19:00:00-05:00,"Anderson & Harding (SE Corner),2",16,1,23,24
2023-08-16T19:00:00-05:00,"Anderson & Harding (SE Corner),2",12,2,14,24
2023-08-17T19:00:00-05:00,"Anderson & Harding (SE Corner),2",13,0,20,24
2023-08-12T19:00:00-05:00,"Anderson & Michigan (NW Corner),4",2,3,18,17
2023-08-13T19:00:00-05:00,"Anderson & Michigan (NW Corner),4",0,20,21,56
2023-08-14T19:00:00-05:00,"Anderson & Michigan (NW Corner),4",5,37,18,56
2023-08-15T19:00:00-05:00,"Anderson & Michigan (NW Corner),4",7,36,22,57
2023-08-16T19:00:00-05:00,"Anderson & Michigan (NW Corner),4",2,18,21,58
2023-08-17T19:00:00-05:00,"Anderson & Michigan (NW Corner),4",2,24,22,58
2023-08-12T19:00:00-05:00,"Anderson & Michigan (SE Corner),2",5,3,14,16
2023-08-13T19:00:00-05:00,"Anderson & Michigan (SE Corner),2",27,1,13,60
2023-08-14T19:00:00-05:00,"Anderson & Michigan (SE Corner),2",29,3,16,60
2023-08-15T19:00:00-05:00,"Anderson & Michigan (SE Corner),2",23,4,19,61
2023-08-16T19:00:00-05:00,"Anderson & Michigan (SE Corner),2",31,0,27,60
2023-08-17T19:00:00-05:00,"Anderson & Michigan (SE Corner),2",26,1,23,62
2023-08-13T19:00:00-05:00,"Anderson & Mumford (NW Corner),4",2,4,14,24
2023-08-14T19:00:00-05:00,"Anderson & Mumford (NW Corner),4",2,3,12,24
2023-08-15T19:00:00-05:00,"Anderson & Mumford (NW Corner),4",4,8,16,24
2023-08-16T19:00:00-05:00,"Anderson & Mumford (NW Corner),4",3,0,11,24
2023-08-17T19:00:00-05:00,"Anderson & Mumford (NW Corner),4",0,2,18,25
2023-08-13T19:00:00-05:00,"Anderson & Mumford (SE Corner),2",2,1,14,24
2023-08-14T19:00:00-05:00,"Anderson & Mumford (SE Corner),2",1,1,11,24
2023-08-15T19:00:00-05:00,"Anderson & Mumford (SE Corner),2",3,1,23,24
2023-08-16T19:00:00-05:00,"Anderson & Mumford (SE Corner),2",1,5,14,24
2023-08-17T19:00:00-05:00,"Anderson & Mumford (SE Corner),2",2,0,16,24
2023-08-13T19:00:00-05:00,"Anderson & Silver (NW Corner),4",2,10,14,24
2023-08-14T19:00:00-05:00,"Anderson & Silver (NW Corner),4",0,0,12,24
2023-08-15T19:00:00-05:00,"Anderson & Silver (NW Corner),4",1,2,18,24
2023-08-16T19:00:00-05:00,"Anderson & Silver (NW Corner),4",1,1,11,24
2023-08-17T19:00:00-05:00,"Anderson & Silver (NW Corner),4",0,2,18,25
2023-08-13T19:00:00-05:00,"Anderson & Silver (SE Corner),2",3,0,14,24
2023-08-14T19:00:00-05:00,"Anderson & Silver (SE Corner),2",0,2,11,24
2023-08-15T19:00:00-05:00,"Anderson & Silver (SE Corner),2",0,0,23,24
2023-08-16T19:00:00-05:00,"Anderson & Silver (SE Corner),2",0,0,14,24
2023-08-17T19:00:00-05:00,"Anderson & Silver (SE Corner),2",1,0,16,24
2023-08-12T19:00:00-05:00,"Anthony & Campbell (NE Corner),1",0,1,15,18
2023-08-13T19:00:00-05:00,"Anthony & Campbell (NE Corner),1",4,2,9,20
2023-08-14T19:00:00-05:00,"Anthony & Campbell (NE Corner),1",2,3,12,20
2023-08-15T19:00:00-05:00,"Anthony & Campbell (NE Corner),1",1,2,10,20
2023-08-16T19:00:00-05:00,"Anthony & Campbell (NE Corner),1",0,0,11,20
2023-08-13T19:00:00-05:00,"Anthony & Campbell (NE Far Side),5",0,0,0,1
2023-08-14T19:00:00-05:00,"Anthony & Campbell (NE Far Side),5",1,0,2,1
2023-08-15T19:00:00-05:00,"Anthony & Campbell (NE Far Side),5",1,0,3,1
2023-08-16T19:00:00-05:00,"Anthony & Campbell (NE Far Side),5",2,0,2,1
2023-08-17T19:00:00-05:00,"Anthony & Campbell (NE Far Side),5",4,0,4,1
2023-08-12T19:00:00-05:00,"Anthony & Campbell (NW Corner),4",1,1,15,18
2023-08-13T19:00:00-05:00,"Anthony & Campbell (NW Corner),4",0,1,17,21
2023-08-14T19:00:00-05:00,"Anthony & Campbell (NW Corner),4",2,9,12,22
2023-08-15T19:00:00-05:00,"Anthony & Campbell (NW Corner),4",0,1,26,22
2023-08-16T19:00:00-05:00,"Anthony & Campbell (NW Corner),4",0,3,16,22
2023-08-17T19:00:00-05:00,"Anthony & Campbell (NW Corner),4",2,5,17,21
2023-08-12T19:00:00-05:00,"Anthony & Dobbins (NW Corner),4",0,0,14,18
2023-08-13T19:00:00-05:00,"Anthony & Dobbins (NW Corner),4",0,0,15,22
2023-08-14T19:00:00-05:00,"Anthony & Dobbins (NW Corner),4",0,1,26,23
2023-08-15T19:00:00-05:00,"Anthony & Dobbins (NW Corner),4",0,1,27,23
2023-08-16T19:00:00-05:00,"Anthony & Dobbins (NW Corner),4",0,0,29,23
2023-08-17T19:00:00-05:00,"Anthony & Dobbins (NW Corner),4",0,0,29,22
2023-08-12T19:00:00-05:00,"Anthony & Dobbins (SE Corner),2",0,0,14,18
2023-08-13T19:00:00-05:00,"Anthony & Dobbins (SE Corner),2",0,0,13,22
2023-08-14T19:00:00-05:00,"Anthony & Dobbins (SE Corner),2",0,0,31,23
2023-08-15T19:00:00-05:00,"Anthony & Dobbins (SE Corner),2",0,0,25,23
2023-08-16T19:00:00-05:00,"Anthony & Dobbins (SE Corner),2",0,0,25,23
2023-08-17T19:00:00-05:00,"Anthony & Dobbins (SE Corner),2",0,0,27,23
2023-08-12T19:00:00-05:00,"Anthony & Dusk (SE Corner),2",0,0,1,9
2023-08-13T19:00:00-05:00,"Anthony & Dusk (SE Corner),2",0,0,1,4
2023-08-14T19:00:00-05:00,"Anthony & Dusk (SE Corner),2",0,0,1,4
2023-08-15T19:00:00-05:00,"Anthony & Dusk (SE Corner),2",0,0,3,4
2023-08-16T19:00:00-05:00,"Anthony & Dusk (SE Corner),2",0,0,1,4
2023-08-17T19:00:00-05:00,"Anthony & Dusk (SE Corner),2",0,0,2,4
2023-08-13T19:00:00-05:00,"Anthony & Dusk (West Side),4",0,0,0,0
2023-08-14T19:00:00-05:00,"Anthony & Dusk (West Side),4",0,0,0,0
2023-08-15T19:00:00-05:00,"Anthony & Dusk (West Side),4",0,0,0,0
2023-08-16T19:00:00-05:00,"Anthony & Dusk (West Side),4",0,0,0,0
2023-08-17T19:00:00-05:00,"Anthony & Dusk (West Side),4",0,0,0,0
2023-08-12T19:00:00-05:00,"Anthony & Mattis (NE Corner),1",0,0,14,18
2023-08-13T19:00:00-05:00,"Anthony & Mattis (NE Corner),1",0,0,13,23
2023-08-14T19:00:00-05:00,"Anthony & Mattis (NE Corner),1",0,0,31,23
2023-08-15T19:00:00-05:00,"Anthony & Mattis (NE Corner),1",0,0,25,23
2023-08-16T19:00:00-05:00,"Anthony & Mattis (NE Corner),1",0,0,25,23
2023-08-17T19:00:00-05:00,"Anthony & Mattis (NE Corner),1",0,0,27,23
2023-08-12T19:00:00-05:00,"Anthony & Mattis (SE Corner),2",0,0,14,18
2023-08-13T19:00:00-05:00,"Anthony & Mattis (SE Corner),2",0,0,15,23
2023-08-14T19:00:00-05:00,"Anthony & Mattis (SE Corner),2",0,8,26,24
2023-08-15T19:00:00-05:00,"Anthony & Mattis (SE Corner),2",0,0,28,24
2023-08-16T19:00:00-05:00,"Anthony & Mattis (SE Corner),2",0,0,29,24
2023-08-17T19:00:00-05:00,"Anthony & Mattis (SE Corner),2",0,0,29,23
2023-08-13T19:00:00-05:00,"Anthony & North Shore (NE Corner),1",0,0,4,9
2023-08-14T19:00:00-05:00,"Anthony & North Shore (NE Corner),1",0,0,0,11
2023-08-15T19:00:00-05:00,"Anthony & North Shore (NE Corner),1",0,0,1,9
2023-08-16T19:00:00-05:00,"Anthony & North Shore (NE Corner),1",0,0,0,10
2023-08-17T19:00:00-05:00,"Anthony & North Shore (NE Corner),1",0,0,0,10
2023-08-12T19:00:00-05:00,"Anthony & Walters (NE Far Side),5",0,1,14,18
2023-08-13T19:00:00-05:00,"Anthony & Walters (NE Far Side),5",6,12,17,22
2023-08-14T19:00:00-05:00,"Anthony & Walters (NE Far Side),5",0,8,23,23
2023-08-15T19:00:00-05:00,"Anthony & Walters (NE Far Side),5",2,11,27,23
2023-08-16T19:00:00-05:00,"Anthony & Walters (NE Far Side),5",0,17,26,23
2023-08-17T19:00:00-05:00,"Anthony & Walters (NE Far Side),5",3,10,25,22
2023-08-12T19:00:00-05:00,"Anthony & Walters (NW Corner),4",3,0,14,18
2023-08-13T19:00:00-05:00,"Anthony & Walters (NW Corner),4",10,4,13,23
2023-08-14T19:00:00-05:00,"Anthony & Walters (NW Corner),4",12,3,31,24
2023-08-15T19:00:00-05:00,"Anthony & Walters (NW Corner),4",12,5,25,23
2023-08-16T19:00:00-05:00,"Anthony & Walters (NW Corner),4",14,1,25,24
2023-08-17T19:00:00-05:00,"Anthony & Walters (NW Corner),4",20,4,27,24
2023-08-13T19:00:00-05:00,"Anthony & Willow (NE Corner),1",0,0,0,0
2023-08-14T19:00:00-05:00,"Anthony & Willow (NE Corner),1",0,0,0,0
2023-08-15T19:00:00-05:00,"Anthony & Willow (NE Corner),1",0,0,0,0
2023-08-16T19:00:00-05:00,"Anthony & Willow (NE Corner),1",0,0,0,0
2023-08-17T19:00:00-05:00,"Anthony & Willow (NE Corner),1",0,0,0,0
2023-08-12T19:00:00-05:00,"Anthony and Market (NW Far Side),8",3,22,56,14
2023-08-13T19:00:00-05:00,"Anthony and Market (NW Far Side),8",4,20,49,29
2023-08-14T19:00:00-05:00,"Anthony and Market (NW Far Side),8",0,6,48,28
2023-08-15T19:00:00-05:00,"Anthony and Market (NW Far Side),8",1,12,39,28
2023-08-16T19:00:00-05:00,"Anthony and Market (NW Far Side),8",3,13,52,30
2023-08-12T19:00:00-05:00,"Anthony and Market (SW),3",16,3,43,14
2023-08-13T19:00:00-05:00,"Anthony and Market (SW),3",10,4,37,29
2023-08-14T19:00:00-05:00,"Anthony and Market (SW),3",9,2,33,29
2023-08-15T19:00:00-05:00,"Anthony and Market (SW),3",11,1,38,28
2023-08-16T19:00:00-05:00,"Anthony and Market (SW),3",18,7,38,29
2023-08-13T19:00:00-05:00,"Anthony at Ameren (North Side),2",0,0,4,9
2023-08-14T19:00:00-05:00,"Anthony at Ameren (North Side),2",0,0,0,11
2023-08-15T19:00:00-05:00,"Anthony at Ameren (North Side),2",0,0,1,9
2023-08-16T19:00:00-05:00,"Anthony at Ameren (North Side),2",0,0,0,10
2023-08-13T19:00:00-05:00,"Anthony at Napleton's (West Side),4",0,0,0,0
2023-08-14T19:00:00-05:00,"Anthony at Napleton's (West Side),4",0,0,0,0
2023-08-15T19:00:00-05:00,"Anthony at Napleton's (West Side),4",0,0,0,0
2023-08-16T19:00:00-05:00,"Anthony at Napleton's (West Side),4",0,0,0,0
2023-08-13T19:00:00-05:00,"Anthony at National Warehouse (NE),1",0,0,0,7
2023-08-14T19:00:00-05:00,"Anthony at National Warehouse (NE),1",0,0,0,8
2023-08-15T19:00:00-05:00,"Anthony at National Warehouse (NE),1",0,0,0,7
2023-08-16T19:00:00-05:00,"Anthony at National Warehouse (NE),1",0,0,0,7
2023-08-12T19:00:00-05:00,"Anthony at Rural King (North Side),2",5,0,13,18
2023-08-13T19:00:00-05:00,"Anthony at Rural King (North Side),2",0,0,9,20
2023-08-14T19:00:00-05:00,"Anthony at Rural King (North Side),2",4,2,12,21
2023-08-15T19:00:00-05:00,"Anthony at Rural King (North Side),2",2,1,10,21
